変更区分,病名管理番号,病名表記,病名表記カナ,採択区分,病名交換用コード,ICD10-2013-1,ICD10-2013-2,予備1,予備2,レセ電算コード,傷病名省略名称,使用分野,変更履歴番号,変更日付,移行先病名管理番号,単独使用禁止区分,保険請求外区分,予備３,予備４
0,20100524,"１１β−水酸化酵素欠損症","１１ベータ−スイサンカコウソケッソンショウ",1,"QJ83","E250","","517",,8848176,"１１β−水酸化酵素欠損症",1,315,20150101,,"00",0,"",""
0,20100530,"１７α−水酸化酵素欠損症","１７アルファ−スイサンカコウソケッソンショウ",1,"CP8K","E250","","517",,8848177,"１７α−水酸化酵素欠損症",1,315,20150101,,"00",0,"",""
0,20103377,"１７β−ヒドロキシステロイド脱水素酵素欠損症","１７ベータ−ヒドロキシステロイドダッスイソコウソケッソンショウ",1,"A1R3","Q561","","517",,8849692,"１７βヒドロキシステロイド脱水素酵素欠損",1,500,20190601,,"00",0,"",""
0,20100527,"１８−水酸化酵素欠損症","１８−スイサンカコウソケッソンショウ",1,"KP6Q","E250","","517",,8848178,"１８−水酸化酵素欠損症",1,315,20150101,,"00",0,"",""
0,20101041,"１８ｑ欠失症候群","１８ｑケッシツショウコウグン",1,"P4SF","Q935","","517",,8848425,"１８ｑ欠失症候群",1,318,20151001,,"00",0,"",""
0,20050004,"１８常染色体異常","１８ジョウセンショクタイイジョウ",1,"L21F","Q913","","517",,7582002,"１８常染色体異常",1,200,,,"00",0,"",""
0,20101149,"１ｐ３６欠失症候群","１ｐ３６ケッシツショウコウグン",1,"FFKF","Q935","","517",,8848426,"１ｐ３６欠失症候群",1,318,20151001,,"00",0,"",""
0,20102695,"１ｑ部分重複症候群","１ｑブブンジュウフクショウコウグン",1,"V9M9","Q878","","517",,8849233,"１ｑ部分重複症候群",1,403,20180101,,"00",0,"",""
0,20104910,"１型２色覚","１ガタ２シキカク",1,"MA2K","H535","","517",,8850601,"１型２色覚",1,506,20210601,,"00",0,"",""
0,20104914,"１型３色覚","１ガタ３シキカク",1,"F7TP","H535","","517",,8850602,"１型３色覚",1,506,20210601,,"00",0,"",""
0,20102497,"１型呼吸不全","１ガタコキュウフゼン",1,"G1DR","J9690","","517",,8849055,"１型呼吸不全",1,401,20170601,,"00",0,"",""
0,20104917,"１型色覚","１ガタシキカク",1,"P683","H535","","517",,8850603,"１型色覚",1,506,20210601,,"00",0,"",""
0,20100245,"１型自己免疫性膵炎","１ガタジコメンエキセイスイエン",1,"Q26Q","K861","","517",,8848310,"１型自己免疫性膵炎",1,317,20150601,,"00",0,"",""
0,20083022,"１型糖尿病","１ガタトウニョウビョウ",1,"T48P","E10","","517",,2500014,"１型糖尿病",1,210,20020601,,"00",0,"",""
0,20085414,"１型糖尿病・関節合併症あり","１ガタトウニョウビョウ・カンセツガッペイショウアリ",1,"HMMH","E106","","517",,8841685,"１型糖尿病・関節合併症あり",1,211,20021001,,"00",0,"",""
0,20085411,"１型糖尿病・眼合併症あり","１ガタトウニョウビョウ・ガンガッペイショウアリ",1,"EH0K","E103","","517",,8841682,"１型糖尿病・眼合併症あり",1,211,20021001,,"00",0,"",""
0,20085409,"１型糖尿病・ケトアシドーシス合併あり","１ガタトウニョウビョウ・ケトアシドーシスガッペイアリ",1,"SL41","E101","","517",,8841680,"１型糖尿病・ケトアシドーシス合併あり",1,211,20021001,,"00",0,"",""
0,20085408,"１型糖尿病・昏睡合併あり","１ガタトウニョウビョウ・コンスイガッペイアリ",1,"PH5Q","E100","","517",,8841679,"１型糖尿病・昏睡合併あり",1,211,20021001,,"00",0,"",""
0,20085412,"１型糖尿病・神経学的合併症あり","１ガタトウニョウビョウ・シンケイガクテキガッペイショウアリ",1,"L0QR","E104","","517",,8841683,"１型糖尿病・神経学的合併症あり",1,211,20021001,,"00",0,"",""
0,20085410,"１型糖尿病・腎合併症あり","１ガタトウニョウビョウ・ジンガッペイショウアリ",1,"J21P","E102","","517",,8841681,"１型糖尿病・腎合併症あり",1,211,20021001,,"00",0,"",""
0,20085416,"１型糖尿病・多発糖尿病性合併症あり","１ガタトウニョウビョウ・タハツトウニョウビョウセイガッペイショウアリ",1,"HE1S","E107","","517",,8841687,"１型糖尿病・多発糖尿病性合併症あり",1,211,20021001,,"00",0,"",""
0,20085415,"１型糖尿病・糖尿病性合併症あり","１ガタトウニョウビョウ・トウニョウビョウセイガッペイショウアリ",1,"T061","E106","","517",,8841686,"１型糖尿病・糖尿病性合併症あり",1,211,20021001,,"00",0,"",""
0,20085417,"１型糖尿病・糖尿病性合併症なし","１ガタトウニョウビョウ・トウニョウビョウセイガッペイショウナシ",1,"SNQN","E109","","517",,8841688,"１型糖尿病・糖尿病性合併症なし",1,211,20021001,,"00",0,"",""
0,20085413,"１型糖尿病・末梢循環合併症あり","１ガタトウニョウビョウ・マッショウジュンカンガッペイショウアリ",1,"N9JV","E105","","517",,8841684,"１型糖尿病・末梢循環合併症あり",1,211,20021001,,"00",0,"",""
0,20093026,"１型糖尿病黄斑症","１ガタトウニョウビョウオウハンショウ",1,"M3DU","E103","H360","517",,8845043,"１型糖尿病黄斑症",1,274,20090301,,"00",0,"",""
0,20083646,"１型糖尿病合併妊娠","１ガタトウニョウビョウガッペイニンシン",1,"EDTN","O240","","517",,8830029,"１型糖尿病合併妊娠",1,210,20020601,,"00",0,"",""
0,20093027,"１型糖尿病性アシドーシス","１ガタトウニョウビョウセイアシドーシス",1,"NH7K","E101","","517",,8845044,"１型糖尿病性アシドーシス",1,274,20090301,,"00",0,"",""
0,20093028,"１型糖尿病性アセトン血症","１ガタトウニョウビョウセイアセトンケッショウ",1,"J5PQ","E101","R798","517",,8845045,"１型糖尿病性アセトン血症",1,274,20090301,,"00",0,"",""
0,20095009,"１型糖尿病性胃腸症","１ガタトウニョウビョウセイイチョウショウ",1,"FK0C","E106","K938","517",,8845842,"１型糖尿病性胃腸症",1,291,20101001,,"00",0,"",""
0,20088188,"１型糖尿病性壊疽","１ガタトウニョウビョウセイエソ",1,"ASR6","E105","","517",,8843105,"１型糖尿病性壊疽",1,252,20061001,,"00",0,"",""
0,20090011,"１型糖尿病性黄斑浮腫","１ガタトウニョウビョウセイオウハンフシュ",1,"CP7M","E103","H360","517",,8843982,"１型糖尿病性黄斑浮腫",1,260,20070601,,"00",0,"",""
0,20093029,"１型糖尿病性潰瘍","１ガタトウニョウビョウセイカイヨウ",1,"KU3G","E105","L984","517",,8845046,"１型糖尿病性潰瘍",1,274,20090301,,"00",0,"",""
0,20093030,"１型糖尿病性肝障害","１ガタトウニョウビョウセイカンショウガイ",1,"V4CB","E106","K778","517",,8845047,"１型糖尿病性肝障害",1,274,20090301,,"00",0,"",""
0,20093031,"１型糖尿病性関節症","１ガタトウニョウビョウセイカンセツショウ",1,"KJ0B","E106","M142","517",,8845048,"１型糖尿病性関節症",1,274,20090301,,"00",0,"",""
0,20093032,"１型糖尿病性眼筋麻痺","１ガタトウニョウビョウセイガンキンマヒ",1,"HT32","E103","H588","517",,8845049,"１型糖尿病性眼筋麻痺",1,274,20090301,,"00",0,"",""
0,20093033,"１型糖尿病性筋萎縮症","１ガタトウニョウビョウセイキンイシュクショウ",1,"BMFG","E104","G730","517",,8845050,"１型糖尿病性筋萎縮症",1,274,20090301,,"00",0,"",""
0,20093034,"１型糖尿病性血管障害","１ガタトウニョウビョウセイケッカンショウガイ",1,"CSMJ","E105","I792","517",,8845051,"１型糖尿病性血管障害",1,274,20090301,,"00",0,"",""
0,20096984,"１型糖尿病性ケトーシス","１ガタトウニョウビョウセイケトーシス",1,"LTG3","E101","","517",,8849056,"１型糖尿病性ケトーシス",1,401,20170601,,"00",0,"",""
0,20083655,"１型糖尿病性ケトアシドーシス","１ガタトウニョウビョウセイケトアシドーシス",1,"V12G","E101","","517",,8830028,"１型糖尿病性ケトアシドーシス",1,211,20021001,,"00",0,"",""
0,20103262,"１型糖尿病性高血糖高浸透圧症候群","１ガタトウニョウビョウセイコウケットウコウシントウアツショウコウグン",1,"T7EE","E106","","517",,8849557,"１型糖尿病性高血糖高浸透圧症候群",1,406,20190101,,"00",0,"",""
0,20093039,"１型糖尿病性高コレステロール血症","１ガタトウニョウビョウセイコウコレステロールケッショウ",1,"J07B","E106","E780","517",,8845052,"１型糖尿病性高コレステロール血症",1,274,20090301,,"00",0,"",""
0,20093040,"１型糖尿病性虹彩炎","１ガタトウニョウビョウセイコウサイエン",1,"UJRV","E103","H221","517",,8845053,"１型糖尿病性虹彩炎",1,274,20090301,,"00",0,"",""
5,20093042,"１型糖尿病性骨症","１ガタトウニョウビョウセイコツショウ",1,"E3ND","E106","M9089","517",,8845054,"１型糖尿病性骨症",1,517,20260101,,"00",0,"",""
0,20083653,"１型糖尿病性昏睡","１ガタトウニョウビョウセイコンスイ",1,"R2CG","E100","","517",,8830030,"１型糖尿病性昏睡",1,210,20020601,,"00",0,"",""
0,20093043,"１型糖尿病性神経因性膀胱","１ガタトウニョウビョウセイシンケイインセイボウコウ",1,"ED85","E104","N312","517",,8845055,"１型糖尿病性神経因性膀胱",1,274,20090301,,"00",0,"",""
0,20093044,"１型糖尿病性神経痛","１ガタトウニョウビョウセイシンケイツウ",1,"A2FU","E104","G632","517",,8845056,"１型糖尿病性神経痛",1,274,20090301,,"00",0,"",""
0,20093045,"１型糖尿病性自律神経ニューロパチー","１ガタトウニョウビョウセイジリツシンケイニューロパチー",1,"T58V","E104","G990","517",,8845057,"１型糖尿病性自律神経ニューロパチー",1,274,20090301,,"00",0,"",""
0,20093049,"１型糖尿病性腎硬化症","１ガタトウニョウビョウセイジンコウカショウ",1,"PPG9","E102","N083","517",,8845058,"１型糖尿病性腎硬化症",1,274,20090301,,"00",0,"",""
0,20083649,"１型糖尿病性腎症","１ガタトウニョウビョウセイジンショウ",1,"L2MF","E102","N083","517",,8830031,"１型糖尿病性腎症",1,210,20020601,,"00",0,"",""
0,20090044,"１型糖尿病性腎症第１期","１ガタトウニョウビョウセイジンショウダイ１キ",1,"JCVK","E102","N083","517",,8843983,"１型糖尿病性腎症第１期",1,317,20150601,,"00",0,"",""
0,20090045,"１型糖尿病性腎症第２期","１ガタトウニョウビョウセイジンショウダイ２キ",1,"LV9Q","E102","N083","517",,8843984,"１型糖尿病性腎症第２期",1,317,20150601,,"00",0,"",""
0,20090046,"１型糖尿病性腎症第３期","１ガタトウニョウビョウセイジンショウダイ３キ",1,"K579","E102","N083","517",,8843985,"１型糖尿病性腎症第３期",1,317,20150601,,"00",0,"",""
0,20090047,"１型糖尿病性腎症第３期Ａ","１ガタトウニョウビョウセイジンショウダイ３キＡ",1,"E6F9","E102","N083","517",,8843986,"１型糖尿病性腎症第３期Ａ",1,317,20150601,,"00",0,"",""
0,20090048,"１型糖尿病性腎症第３期Ｂ","１ガタトウニョウビョウセイジンショウダイ３キＢ",1,"VGMD","E102","N083","517",,8843987,"１型糖尿病性腎症第３期Ｂ",1,317,20150601,,"00",0,"",""
0,20090049,"１型糖尿病性腎症第４期","１ガタトウニョウビョウセイジンショウダイ４キ",1,"AC1D","E102","N083","517",,8843988,"１型糖尿病性腎症第４期",1,317,20150601,,"00",0,"",""
0,20090050,"１型糖尿病性腎症第５期","１ガタトウニョウビョウセイジンショウダイ５キ",1,"HHQF","E102","N083","517",,8843989,"１型糖尿病性腎症第５期",1,317,20150601,,"00",0,"",""
0,20093050,"１型糖尿病性腎不全","１ガタトウニョウビョウセイジンフゼン",1,"FF04","E102","N083","517",,8845059,"１型糖尿病性腎不全",1,274,20090301,,"00",0,"",""
0,20091936,"１型糖尿病性水疱","１ガタトウニョウビョウセイスイホウ",1,"V74D","E106","L14","517",,8844626,"１型糖尿病性水疱",1,263,20080301,,"00",0,"",""
0,20093051,"１型糖尿病性精神障害","１ガタトウニョウビョウセイセイシンショウガイ",1,"QR2J","E106","F068","517",,8845060,"１型糖尿病性精神障害",1,274,20090301,,"00",0,"",""
0,20093052,"１型糖尿病性そう痒症","１ガタトウニョウビョウセイソウヨウショウ",1,"NM86","E106","L298","517",,8845061,"１型糖尿病性そう痒症",1,274,20090301,,"00",0,"",""
0,20093046,"１型糖尿病性多発ニューロパチー","１ガタトウニョウビョウセイタハツニューロパチー",1,"VDLN","E104","G632","517",,8845062,"１型糖尿病性多発ニューロパチー",1,274,20090301,,"00",0,"",""
0,20093047,"１型糖尿病性単ニューロパチー","１ガタトウニョウビョウセイタンニューロパチー",1,"UDQH","E104","G590","517",,8845063,"１型糖尿病性単ニューロパチー",1,274,20090301,,"00",0,"",""
0,20093041,"１型糖尿病性中心性網膜症","１ガタトウニョウビョウセイチュウシンセイモウマクショウ",1,"D14Q","E103","H360","517",,8845064,"１型糖尿病性中心性網膜症",1,274,20090301,,"00",0,"",""
0,20093053,"１型糖尿病性低血糖性昏睡","１ガタトウニョウビョウセイテイケットウセイコンスイ",1,"J2EA","E100","","517",,8845065,"１型糖尿病性低血糖性昏睡",1,274,20090301,,"00",0,"",""
0,20093037,"１型糖尿病性動脈硬化症","１ガタトウニョウビョウセイドウミャクコウカショウ",1,"L336","E105","I798","517",,8845066,"１型糖尿病性動脈硬化症",1,274,20090301,,"00",0,"",""
0,20093038,"１型糖尿病性動脈閉塞症","１ガタトウニョウビョウセイドウミャクヘイソクショウ",1,"DBD8","E105","I798","517",,8845067,"１型糖尿病性動脈閉塞症",1,274,20090301,,"00",0,"",""
0,20083657,"１型糖尿病性ニューロパチー","１ガタトウニョウビョウセイニューロパチー",1,"VUR0","E104","G590","517",,8830032,"１型糖尿病性ニューロパチー",1,210,20020601,,"00",0,"",""
0,20090714,"１型糖尿病性白内障","１ガタトウニョウビョウセイハクナイショウ",1,"E6HH","E103","H280","517",,8844346,"１型糖尿病性白内障",1,262,20080101,,"00",0,"",""
0,20093054,"１型糖尿病性皮膚障害","１ガタトウニョウビョウセイヒフショウガイ",1,"AKHP","E106","L998","517",,8845068,"１型糖尿病性皮膚障害",1,274,20090301,,"00",0,"",""
0,20091938,"１型糖尿病性浮腫性硬化症","１ガタトウニョウビョウセイフシュセイコウカショウ",1,"FHPQ","E106","L998","517",,8844627,"１型糖尿病性浮腫性硬化症",1,263,20080301,,"00",0,"",""
0,20093035,"１型糖尿病性末梢血管症","１ガタトウニョウビョウセイマッショウケッカンショウ",1,"UF52","E105","I792","517",,8845069,"１型糖尿病性末梢血管症",1,274,20090301,,"00",0,"",""
0,20093036,"１型糖尿病性末梢血管障害","１ガタトウニョウビョウセイマッショウケッカンショウガイ",1,"NELF","E105","I792","517",,8845070,"１型糖尿病性末梢血管障害",1,274,20090301,,"00",0,"",""
0,20093048,"１型糖尿病性末梢神経障害","１ガタトウニョウビョウセイマッショウシンケイショウガイ",1,"M3S3","E104","G632","517",,8845071,"１型糖尿病性末梢神経障害",1,274,20090301,,"00",0,"",""
0,20083652,"１型糖尿病性網膜症","１ガタトウニョウビョウセイモウマクショウ",1,"PQDL","E103","H360","517",,8830033,"１型糖尿病性網膜症",1,210,20020601,,"00",0,"",""
0,20097589,"１型尿細管性アシドーシス","１ガタニョウサイカンセイアシドーシス",3,"G95B","N258","","517",,8838517,"１型尿細管性アシドーシス",1,303,20120301,,"00",0,"",""
0,20050239,"Ｉ型溶血性非球状赤血球性貧血","１ガタヨウケツセイヒキュウジョウセッケッキュウセイヒンケツ",2,"PB6S","D551","","517",,8830034,"Ｉ型溶血性非球状赤血球性貧血",1,210,20020601,,"00",0,"",""
0,20050237,"Ｉ群ハンセン病","１グンハンセンビョウ",1,"TJKB","A300","","517",,8830035,"Ｉ群ハンセン病",1,210,20020601,,"00",0,"",""
0,20098096,"１系統に異形成を伴う不応性血球減少症","１ケイトウニイケイセイヲトモナウフオウセイケッキュウゲンショウショウ",1,"AD6V","D460","","517",,8847269,"１系統に異形成を伴う不応性血球減少症",1,306,20121001,,"00",0,"",""
0,20104908,"１色覚","１シキカク",1,"Q8T7","H535","","517",,8850604,"１色覚",1,506,20210601,,"00",0,"",""
0,20050006,"１秒率低下","１ビョウリツテイカ",1,"RBH6","R942","","517",,8830036,"１秒率低下",1,210,20020601,,"00",0,"",""
0,20050007,"１秒量低下","１ビョウリョウテイカ",1,"H085","R942","","517",,8830037,"１秒量低下",1,210,20020601,,"00",0,"",""
0,20092641,"２１−水酸化酵素欠損症","２１−スイサンカコウソケッソンショウ",1,"NT6M","E250","","517",,8848311,"２１−水酸化酵素欠損症",1,317,20150601,,"00",0,"",""
0,20095677,"２２ｑ１１．２欠失症候群","２２ｑ１１．２ケッシツショウコウグン",1,"TEGJ","Q938","","517",,8846236,"２２ｑ１１．２欠失症候群",1,293,20110301,,"00",0,"",""
3,20108053,"２２ｑテトラソミー症候群","２２ｑテトラソミーショウコウグン",1,"NG5N","Q928","","517",,8851768,"２２ｑテトラソミー症候群",1,517,20260101,,"00",0,"",""
0,20104911,"２型２色覚","２ガタ２シキカク",1,"LLKP","H535","","517",,8850605,"２型２色覚",1,506,20210601,,"00",0,"",""
0,20104915,"２型３色覚","２ガタ３シキカク",1,"T2QJ","H535","","517",,8850606,"２型３色覚",1,506,20210601,,"00",0,"",""
0,20102506,"２型呼吸不全","２ガタコキュウフゼン",1,"CUMB","J9691","","517",,8849057,"２型呼吸不全",1,401,20170601,,"00",0,"",""
0,20103451,"２型コラーゲン異常症関連疾患","２ガタコラーゲンイジョウショウカンレンシッカン",1,"GFPQ","Q779","","517",,8849693,"２型コラーゲン異常症関連疾患",1,500,20190601,,"00",0,"",""
0,20104918,"２型色覚","２ガタシキカク",1,"JULH","H535","","517",,8850607,"２型色覚",1,506,20210601,,"00",0,"",""
0,20100247,"２型自己免疫性膵炎","２ガタジコメンエキセイスイエン",1,"L7ER","K861","","517",,8848312,"２型自己免疫性膵炎",1,317,20150601,,"00",0,"",""
0,20050020,"２型糖尿病","２ガタトウニョウビョウ",1,"U23V","E11","","517",,2500015,"２型糖尿病",1,210,20020601,,"00",0,"",""
0,20085424,"２型糖尿病・関節合併症あり","２ガタトウニョウビョウ・カンセツガッペイショウアリ",1,"T032","E116","","517",,8841695,"２型糖尿病・関節合併症あり",1,211,20021001,,"00",0,"",""
0,20085421,"２型糖尿病・眼合併症あり","２ガタトウニョウビョウ・ガンガッペイショウアリ",1,"F28G","E113","","517",,8841692,"２型糖尿病・眼合併症あり",1,211,20021001,,"00",0,"",""
0,20085419,"２型糖尿病・ケトアシドーシス合併あり","２ガタトウニョウビョウ・ケトアシドーシスガッペイアリ",1,"MM2M","E111","","517",,8841690,"２型糖尿病・ケトアシドーシス合併あり",1,211,20021001,,"00",0,"",""
0,20085418,"２型糖尿病・昏睡合併あり","２ガタトウニョウビョウ・コンスイガッペイアリ",1,"LC1D","E110","","517",,8841689,"２型糖尿病・昏睡合併あり",1,211,20021001,,"00",0,"",""
0,20085422,"２型糖尿病・神経学的合併症あり","２ガタトウニョウビョウ・シンケイガクテキガッペイショウアリ",1,"SHTL","E114","","517",,8841693,"２型糖尿病・神経学的合併症あり",1,211,20021001,,"00",0,"",""
0,20085420,"２型糖尿病・腎合併症あり","２ガタトウニョウビョウ・ジンガッペイショウアリ",1,"MRM4","E112","","517",,8841691,"２型糖尿病・腎合併症あり",1,211,20021001,,"00",0,"",""
0,20085426,"２型糖尿病・多発糖尿病性合併症あり","２ガタトウニョウビョウ・タハツトウニョウビョウセイガッペイショウアリ",1,"MSJD","E117","","517",,8841697,"２型糖尿病・多発糖尿病性合併症あり",1,211,20021001,,"00",0,"",""
0,20085425,"２型糖尿病・糖尿病性合併症あり","２ガタトウニョウビョウ・トウニョウビョウセイガッペイショウアリ",1,"ETDH","E116","","517",,8841696,"２型糖尿病・糖尿病性合併症あり",1,211,20021001,,"00",0,"",""
0,20085427,"２型糖尿病・糖尿病性合併症なし","２ガタトウニョウビョウ・トウニョウビョウセイガッペイショウナシ",1,"H0VK","E119","","517",,8841698,"２型糖尿病・糖尿病性合併症なし",1,211,20021001,,"00",0,"",""
0,20085423,"２型糖尿病・末梢循環合併症あり","２ガタトウニョウビョウ・マッショウジュンカンガッペイショウアリ",1,"AFLE","E115","","517",,8841694,"２型糖尿病・末梢循環合併症あり",1,211,20021001,,"00",0,"",""
0,20093055,"２型糖尿病黄斑症","２ガタトウニョウビョウオウハンショウ",1,"L1C0","E113","H360","517",,8845072,"２型糖尿病黄斑症",1,274,20090301,,"00",0,"",""
0,20083656,"２型糖尿病合併妊娠","２ガタトウニョウビョウガッペイニンシン",1,"VE1M","O241","","517",,8830039,"２型糖尿病合併妊娠",1,210,20020601,,"00",0,"",""
0,20105909,"２型糖尿病合併慢性腎臓病","２ガタトウニョウビョウガッペイマンセイジンゾウビョウ",1,"Q16R","N189","E112","517",,8851031,"２型糖尿病合併慢性腎臓病",1,511,20230101,,"00",0,"",""
0,20093056,"２型糖尿病性アシドーシス","２ガタトウニョウビョウセイアシドーシス",1,"RN36","E111","","517",,8845073,"２型糖尿病性アシドーシス",1,274,20090301,,"00",0,"",""
0,20093057,"２型糖尿病性アセトン血症","２ガタトウニョウビョウセイアセトンケッショウ",1,"U7DN","E111","R798","517",,8845074,"２型糖尿病性アセトン血症",1,274,20090301,,"00",0,"",""
0,20100339,"２型糖尿病性胃腸症","２ガタトウニョウビョウセイイチョウショウ",1,"CBBA","E116","K938","517",,8848108,"２型糖尿病性胃腸症",1,314,20141001,,"00",0,"",""
0,20088189,"２型糖尿病性壊疽","２ガタトウニョウビョウセイエソ",1,"SK4M","E115","","517",,8843106,"２型糖尿病性壊疽",1,252,20061001,,"00",0,"",""
0,20090012,"２型糖尿病性黄斑浮腫","２ガタトウニョウビョウセイオウハンフシュ",1,"V9PS","E113","H360","517",,8843990,"２型糖尿病性黄斑浮腫",1,260,20070601,,"00",0,"",""
0,20093058,"２型糖尿病性潰瘍","２ガタトウニョウビョウセイカイヨウ",1,"B3KA","E115","L984","517",,8845075,"２型糖尿病性潰瘍",1,274,20090301,,"00",0,"",""
0,20093059,"２型糖尿病性肝障害","２ガタトウニョウビョウセイカンショウガイ",1,"UG4K","E116","K778","517",,8845076,"２型糖尿病性肝障害",1,274,20090301,,"00",0,"",""
0,20093060,"２型糖尿病性関節症","２ガタトウニョウビョウセイカンセツショウ",1,"A0JN","E116","M142","517",,8845077,"２型糖尿病性関節症",1,274,20090301,,"00",0,"",""
0,20093061,"２型糖尿病性眼筋麻痺","２ガタトウニョウビョウセイガンキンマヒ",1,"BM70","E113","H588","517",,8845078,"２型糖尿病性眼筋麻痺",1,274,20090301,,"00",0,"",""
0,20093062,"２型糖尿病性筋萎縮症","２ガタトウニョウビョウセイキンイシュクショウ",1,"AADU","E114","G730","517",,8845079,"２型糖尿病性筋萎縮症",1,274,20090301,,"00",0,"",""
0,20093063,"２型糖尿病性血管障害","２ガタトウニョウビョウセイケッカンショウガイ",1,"DDRG","E115","I792","517",,8845080,"２型糖尿病性血管障害",1,274,20090301,,"00",0,"",""
0,20096985,"２型糖尿病性ケトーシス","２ガタトウニョウビョウセイケトーシス",1,"CM8C","E111","","517",,8849058,"２型糖尿病性ケトーシス",1,401,20170601,,"00",0,"",""
0,20083648,"２型糖尿病性ケトアシドーシス","２ガタトウニョウビョウセイケトアシドーシス",1,"KQC4","E111","","517",,8830040,"２型糖尿病性ケトアシドーシス",1,210,20020601,,"00",0,"",""
0,20103261,"２型糖尿病性高血糖高浸透圧症候群","２ガタトウニョウビョウセイコウケットウコウシントウアツショウコウグン",1,"GHC4","E116","","517",,8849558,"２型糖尿病性高血糖高浸透圧症候群",1,406,20190101,,"00",0,"",""
0,20093068,"２型糖尿病性高コレステロール血症","２ガタトウニョウビョウセイコウコレステロールケッショウ",1,"VCP7","E116","E780","517",,8845081,"２型糖尿病性高コレステロール血症",1,274,20090301,,"00",0,"",""
0,20093069,"２型糖尿病性虹彩炎","２ガタトウニョウビョウセイコウサイエン",1,"P4CS","E113","H221","517",,8845082,"２型糖尿病性虹彩炎",1,274,20090301,,"00",0,"",""
5,20093071,"２型糖尿病性骨症","２ガタトウニョウビョウセイコツショウ",1,"CMEP","E116","M9089","517",,8845083,"２型糖尿病性骨症",1,517,20260101,,"00",0,"",""
0,20083651,"２型糖尿病性昏睡","２ガタトウニョウビョウセイコンスイ",1,"N448","E110","","517",,8830041,"２型糖尿病性昏睡",1,210,20020601,,"00",0,"",""
0,20093072,"２型糖尿病性神経因性膀胱","２ガタトウニョウビョウセイシンケイインセイボウコウ",1,"MCG2","E114","N312","517",,8845084,"２型糖尿病性神経因性膀胱",1,274,20090301,,"00",0,"",""
0,20093073,"２型糖尿病性神経痛","２ガタトウニョウビョウセイシンケイツウ",1,"ELRG","E114","G632","517",,8845085,"２型糖尿病性神経痛",1,274,20090301,,"00",0,"",""
0,20093074,"２型糖尿病性自律神経ニューロパチー","２ガタトウニョウビョウセイジリツシンケイニューロパチー",1,"E6EQ","E114","G990","517",,8845086,"２型糖尿病性自律神経ニューロパチー",1,274,20090301,,"00",0,"",""
0,20093078,"２型糖尿病性腎硬化症","２ガタトウニョウビョウセイジンコウカショウ",1,"D2SA","E112","N083","517",,8845087,"２型糖尿病性腎硬化症",1,274,20090301,,"00",0,"",""
0,20083650,"２型糖尿病性腎症","２ガタトウニョウビョウセイジンショウ",1,"LSC6","E112","N083","517",,8830042,"２型糖尿病性腎症",1,210,20020601,,"00",0,"",""
0,20090051,"２型糖尿病性腎症第１期","２ガタトウニョウビョウセイジンショウダイ１キ",1,"VQHJ","E112","N083","517",,8843991,"２型糖尿病性腎症第１期",1,317,20150601,,"00",0,"",""
0,20090052,"２型糖尿病性腎症第２期","２ガタトウニョウビョウセイジンショウダイ２キ",1,"VPVN","E112","N083","517",,8843992,"２型糖尿病性腎症第２期",1,317,20150601,,"00",0,"",""
0,20090053,"２型糖尿病性腎症第３期","２ガタトウニョウビョウセイジンショウダイ３キ",1,"SGRP","E112","N083","517",,8843993,"２型糖尿病性腎症第３期",1,317,20150601,,"00",0,"",""
0,20090054,"２型糖尿病性腎症第３期Ａ","２ガタトウニョウビョウセイジンショウダイ３キＡ",1,"SGRS","E112","N083","517",,8843994,"２型糖尿病性腎症第３期Ａ",1,317,20150601,,"00",0,"",""
0,20090055,"２型糖尿病性腎症第３期Ｂ","２ガタトウニョウビョウセイジンショウダイ３キＢ",1,"SAU0","E112","N083","517",,8843995,"２型糖尿病性腎症第３期Ｂ",1,317,20150601,,"00",0,"",""
0,20090056,"２型糖尿病性腎症第４期","２ガタトウニョウビョウセイジンショウダイ４キ",1,"D4DT","E112","N083","517",,8843996,"２型糖尿病性腎症第４期",1,317,20150601,,"00",0,"",""
0,20090057,"２型糖尿病性腎症第５期","２ガタトウニョウビョウセイジンショウダイ５キ",1,"LAC5","E112","N083","517",,8843997,"２型糖尿病性腎症第５期",1,317,20150601,,"00",0,"",""
0,20093079,"２型糖尿病性腎不全","２ガタトウニョウビョウセイジンフゼン",1,"JM89","E112","N083","517",,8845088,"２型糖尿病性腎不全",1,274,20090301,,"00",0,"",""
0,20091942,"２型糖尿病性水疱","２ガタトウニョウビョウセイスイホウ",1,"SU2E","E116","L14","517",,8844628,"２型糖尿病性水疱",1,263,20080301,,"00",0,"",""
0,20093080,"２型糖尿病性精神障害","２ガタトウニョウビョウセイセイシンショウガイ",1,"G56U","E116","F068","517",,8845089,"２型糖尿病性精神障害",1,274,20090301,,"00",0,"",""
0,20093081,"２型糖尿病性そう痒症","２ガタトウニョウビョウセイソウヨウショウ",1,"P39M","E116","L298","517",,8845090,"２型糖尿病性そう痒症",1,274,20090301,,"00",0,"",""
0,20093075,"２型糖尿病性多発ニューロパチー","２ガタトウニョウビョウセイタハツニューロパチー",1,"D05D","E114","G632","517",,8845091,"２型糖尿病性多発ニューロパチー",1,274,20090301,,"00",0,"",""
