変更区分,病名管理番号,病名表記,病名表記カナ,採択区分,病名交換用コード,ICD10-2013-1,ICD10-2013-2,予備1,予備2,レセ電算コード,傷病名省略名称,使用分野,変更履歴番号,変更日付,移行先病名管理番号,単独使用禁止区分,保険請求外区分,予備３,予備４
0,20055408,"下部消化管出血","カブショウカカンシュッケツ",2,"GPSS","K922","","517",,5781002,"下部消化管出血",1,401,20170601,,"00",0,"",""
0,20055410,"下部食道癌","カブショクドウガン",1,"LEUD","C155","","517",,1505002,"下部食道癌",1,200,,,"00",0,"",""
0,20055411,"下部心臓型総肺静脈還流異常症","カブシンゾウガタソウハイジョウミャクカンリュウイジョウショウ",1,"P2RE","Q262","","517",,7474024,"下部心臓型総肺静脈還流異常症",1,200,,,"00",0,"",""
0,20087468,"下部胆管癌","カブタンカンガン",1,"CUGS","C240","","517",,8842690,"下部胆管癌",1,242,20060101,,"00",0,"",""
0,20055412,"下部尿路結石","カブニョウロケッセキ",1,"DPCD","N219","","517",,8831439,"下部尿路結石",1,210,20020601,,"00",0,"",""
0,20055706,"過分泌緑内障","カブンピリョクナイショウ",1,"C5R1","H405","","517",,8831440,"過分泌緑内障",1,210,20020601,,"00",0,"",""
0,20051474,"カプスラーツム急性肺ヒストプラスマ症","カプスラーツムキュウセイハイヒストプラスマショウ",1,"AF1J","B390","J998","517",,8831441,"カプスラーツム急性肺ヒストプラスマ症",1,210,20020601,,"00",0,"",""
0,20051477,"カプスラーツム肺ヒストプラスマ症","カプスラーツムハイヒストプラスマショウ",1,"KJQL","B392","J998","517",,8831442,"カプスラーツム肺ヒストプラスマ症",1,210,20020601,,"00",0,"",""
0,20051476,"カプスラーツム播種性ヒストプラスマ症","カプスラーツムハシュセイヒストプラスマショウ",1,"NMMT","B393","","517",,8831443,"カプスラーツム播種性ヒストプラスマ症",1,210,20020601,,"00",0,"",""
0,20051473,"カプスラーツムヒストプラスマ症","カプスラーツムヒストプラスマショウ",1,"NDTJ","B394","","517",,8831444,"カプスラーツムヒストプラスマ症",1,210,20020601,,"00",0,"",""
0,20051478,"カプスラーツム慢性肺ヒストプラスマ症","カプスラーツムマンセイハイヒストプラスマショウ",1,"HNCA","B391","J998","517",,8831445,"カプスラーツム慢性肺ヒストプラスマ症",1,210,20020601,,"00",0,"",""
0,20105984,"カプノサイトファーガ感染症","カプノサイトファーガカンセンショウ",1,"U705","A288","","517",,8851048,"カプノサイトファーガ感染症",1,511,20230101,,"00",0,"",""
0,20051479,"カプラン症候群","カプランショウコウグン",1,"R829","M0510","","517",,8831446,"カプラン症候群",1,212,20021201,,"00",0,"",""
0,20055628,"貨幣状角膜炎","カヘイジョウカクマクエン",2,"DFK1","H161","","517",,8831447,"貨幣状角膜炎",1,210,20020601,,"00",0,"",""
0,20055630,"貨幣状湿疹","カヘイジョウシッシン",1,"KRHM","L300","","517",,6929043,"貨幣状湿疹",1,200,,,"00",0,"",""
0,20102573,"貨幣状頭痛","カヘイジョウズツウ",1,"MG3Q","G448","","517",,8849087,"貨幣状頭痛",1,401,20170601,,"00",0,"",""
0,20083913,"カポジ水痘様発疹症","カポジスイトウヨウホッシンショウ",1,"NEKF","B000","","517",,8831449,"カポジ水痘様発疹症",1,210,20020601,,"00",0,"",""
0,20051482,"カポジ肉腫","カポジニクシュ",1,"DCV8","C469","","517",,1739001,"カポジ肉腫",1,200,,,"00",0,"",""
0,20107599,"カポジ肉腫様血管内皮細胞腫","カポジニクシュヨウケッカンナイヒサイボウシュ",1,"PP7S","D481","","517",,8851514,"カポジ肉腫様血管内皮細胞腫",1,514,20240601,,"00",0,"",""
0,20051483,"カポジ皮膚炎","カポジヒフエン",2,"UPT6","B000","","517",,8831450,"カポジ皮膚炎",1,210,20020601,,"00",0,"",""
0,20056737,"鎌状赤血球症","カマジョウセッケッキュウショウ",1,"RA6M","D571","","517",,8831451,"鎌状赤血球症",1,210,20020601,,"00",0,"",""
0,20056736,"鎌状赤血球ベータサラセミア","カマジョウセッケッキュウベータサラセミア",1,"B62D","D572","","517",,8831452,"鎌状赤血球ベータサラセミア",1,242,20060101,,"00",0,"",""
0,20056739,"鎌状赤血球保因者","カマジョウセッケッキュウホインシャ",1,"SR7U","D573","","517",,8831453,"鎌状赤血球保因者",1,210,20020601,,"00",0,"",""
0,20079821,"鎌状網膜剥離","カマジョウモウマクハクリ",2,"HRF1","H335","","517",,8831454,"鎌状網膜剥離",1,210,20020601,,"00",0,"",""
0,20055707,"過眠","カミン",1,"ED4C","G471","","517",,7805002,"過眠",1,200,,,"00",0,"",""
0,20051484,"カムラチ・エンゲルマン症候群","カムラチ・エンゲルマンショウコウグン",1,"FP1R","Q783","","517",,8831455,"カムラチ・エンゲルマン症候群",1,210,20020601,,"00",0,"",""
0,20055549,"仮面うつ病","カメンウツビョウ",1,"TSGD","F328","","517",,2961005,"仮面うつ病",1,200,,,"00",0,"",""
0,20100067,"カモガヤ花粉症","カモガヤカフンショウ",1,"MB9Q","J301","","517",,8848033,"カモガヤ花粉症",1,313,20140601,,"00",0,"",""
0,20055430,"下葉気管支拡張症","カヨウキカンシカクチョウショウ",2,"RC14","J47","","517",,8831457,"下葉気管支拡張症",1,210,20020601,,"00",0,"",""
0,20098996,"下葉小細胞肺癌","カヨウショウサイボウハイガン",1,"VS6Q","C343","","517",,8847594,"下葉小細胞肺癌",1,308,20130301,,"00",0,"",""
0,20055431,"下葉肺癌","カヨウハイガン",1,"T5K3","C343","","517",,8831458,"下葉肺癌",1,241,20051001,,"00",0,"",""
0,20099003,"下葉肺腺癌","カヨウハイセンガン",1,"M6MC","C343","","517",,8847595,"下葉肺腺癌",1,308,20130301,,"00",0,"",""
0,20099010,"下葉肺大細胞癌","カヨウハイダイサイボウガン",1,"GMLD","C343","","517",,8847596,"下葉肺大細胞癌",1,308,20130301,,"00",0,"",""
0,20098988,"下葉肺扁平上皮癌","カヨウハイヘンペイジョウヒガン",1,"SHQ1","C343","","517",,8847597,"下葉肺扁平上皮癌",1,308,20130301,,"00",0,"",""
0,20099018,"下葉非小細胞肺癌","カヨウヒショウサイボウハイガン",1,"PE1M","C343","","517",,8847598,"下葉非小細胞肺癌",1,308,20130301,,"00",0,"",""
0,20055432,"下葉無気肺","カヨウムキハイ",1,"UL9N","J981","","517",,8831459,"下葉無気肺",1,210,20020601,,"00",0,"",""
0,20051490,"カリウム代謝異常","カリウムタイシャイジョウ",2,"JLFM","E876","","517",,2768001,"カリウム代謝異常",1,200,,,"00",0,"",""
0,20051492,"カリエスのない歯髄炎","カリエスノナイシズイエン",1,"L6GM","K040","","517",,5220067,"カリエスのない歯髄炎",4,264,20080401,,"00",0,"",""
0,20051496,"カリフォルニア脳炎","カリフォルニアノウエン",1,"K7RC","A835","","517",,8831462,"カリフォルニア脳炎",1,210,20020601,,"00",0,"",""
0,20079184,"顆粒球機能異常症","カリュウキュウキノウイジョウショウ",1,"GQ6C","D71","","517",,2881005,"顆粒球機能異常症",1,200,,,"00",0,"",""
0,20079185,"顆粒球減少症","カリュウキュウゲンショウショウ",1,"RVFA","D70","","517",,2880009,"顆粒球減少症",1,200,,,"00",0,"",""
0,20079189,"顆粒状角膜ジストロフィー","カリュウジョウカクマクジストロフィー",1,"S6KB","H185","","517",,7434017,"顆粒状角膜ジストロフィー",1,200,,,"00",0,"",""
0,20079190,"顆粒性咽頭炎","カリュウセイイントウエン",1,"N2PP","J312","","517",,8831463,"顆粒性咽頭炎",1,210,20020601,,"00",0,"",""
0,20079191,"顆粒性結膜炎","カリュウセイケツマクエン",1,"J1SE","A711","","517",,8831464,"顆粒性結膜炎",1,210,20020601,,"00",0,"",""
0,20051498,"カルシウム欠乏症","カルシウムケツボウショウ",1,"HTK9","E58","","517",,8831465,"カルシウム欠乏症",1,210,20020601,,"00",0,"",""
0,20051499,"カルシウム代謝障害","カルシウムタイシャショウガイ",2,"AACM","E835","","517",,8831466,"カルシウム代謝障害",1,210,20020601,,"00",0,"",""
0,20051500,"カルシトニンの分泌過多","カルシトニンノブンピカタ",2,"HG3J","E070","","517",,8831467,"カルシトニンの分泌過多",1,210,20020601,,"00",0,"",""
0,20105737,"カルシフィラキシー","カルシフィラキシー",1,"VGV9","I7091","E835","517",,8850977,"カルシフィラキシー",1,510,20220601,,"00",0,"",""
0,20051501,"カルタゲナー症候群","カルタゲナーショウコウグン",1,"CRS3","Q878","","517",,7486001,"カルタゲナー症候群",1,290,20100601,,"00",0,"",""
0,20051502,"カルチノイド","カルチノイド",1,"BTJJ","C809","","517",,8831468,"カルチノイド",1,210,20020601,,"00",0,"",""
0,20051504,"カルチノイド症候群","カルチノイドショウコウグン",1,"E1BN","E340","","517",,8831469,"カルチノイド症候群",1,210,20020601,,"00",0,"",""
0,20102699,"カルニチン回路異常症","カルニチンカイロイジョウショウ",1,"JUQP","E713","","517",,8849259,"カルニチン回路異常症",1,403,20180101,,"00",0,"",""
0,20096976,"カルニチン欠乏症","カルニチンケツボウショウ",1,"E6DD","E713","","517",,8846513,"カルニチン欠乏症",1,301,20111001,,"00",0,"",""
0,20100644,"カルニチンパルミトイル転換酵素欠損症","カルニチンパルミトイルテンカンコウソケッソンショウ",1,"MML6","E713","","517",,8848235,"カルニチンパルミトイル転換酵素欠損症",1,316,20150301,,"00",0,"",""
0,20107186,"カルバペネム耐性エンテロバクター属感染","カルバペネムタイセイエンテロバクターゾクカンセン",1,"F3K9","A498","U828","517",,8851220,"カルバペネム耐性エンテロバクター属感染",1,512,20230601,,"00",0,"",""
0,20107187,"カルバペネム耐性クレブシエラ属感染","カルバペネムタイセイクレブシエラゾクカンセン",1,"NTEN","A498","U828","517",,8851221,"カルバペネム耐性クレブシエラ属感染",1,512,20230601,,"00",0,"",""
0,20107184,"カルバペネム耐性シトロバクター属感染","カルバペネムタイセイシトロバクターゾクカンセン",1,"PTTC","A498","U828","517",,8851222,"カルバペネム耐性シトロバクター属感染",1,512,20230601,,"00",0,"",""
0,20107190,"カルバペネム耐性セラチア属感染","カルバペネムタイセイセラチアゾクカンセン",1,"F678","A498","U828","517",,8851223,"カルバペネム耐性セラチア属感染",1,512,20230601,,"00",0,"",""
0,20107183,"カルバペネム耐性大腸菌感染症","カルバペネムタイセイダイチョウキンカンセンショウ",1,"MEAK","A498","U828","517",,8851224,"カルバペネム耐性大腸菌感染症",1,512,20230601,,"00",0,"",""
0,20107181,"カルバペネム耐性腸内細菌目細菌感染症","カルバペネムタイセイチョウナイサイキンモクサイキンカンセンショウ",1,"GM3T","A498","U828","517",,8851225,"カルバペネム耐性腸内細菌目細菌感染症",1,512,20230601,,"00",0,"",""
0,20107189,"カルバペネム耐性パントエア属感染","カルバペネムタイセイパントエアゾクカンセン",1,"C29L","A498","U828","517",,8851226,"カルバペネム耐性パントエア属感染",1,512,20230601,,"00",0,"",""
0,20107192,"カルバペネム耐性プロテウス属感染","カルバペネムタイセイプロテウスゾクカンセン",1,"LQUS","A498","U828","517",,8851227,"カルバペネム耐性プロテウス属感染",1,512,20230601,,"00",0,"",""
0,20107193,"カルバペネム耐性プロビデンシア属感染","カルバペネムタイセイプロビデンシアゾクカンセン",1,"M149","A498","U828","517",,8851228,"カルバペネム耐性プロビデンシア属感染",1,512,20230601,,"00",0,"",""
0,20107191,"カルバペネム耐性モルガネラ属感染","カルバペネムタイセイモルガネラゾクカンセン",1,"N9TS","A498","U828","517",,8851229,"カルバペネム耐性モルガネラ属感染",1,512,20230601,,"00",0,"",""
0,20107188,"カルバペネム耐性ラオウルテラ属感染","カルバペネムタイセイラオウルテラゾクカンセン",1,"N2BR","A498","U828","517",,8851230,"カルバペネム耐性ラオウルテラ属感染",1,512,20230601,,"00",0,"",""
0,20051507,"カルバマゼピン中毒","カルバマゼピンチュウドク",1,"MCQ7","T421","","517",,8831471,"カルバマゼピン中毒",1,210,20020601,,"00",0,"",""
0,20092698,"カルバミルリン酸合成酵素欠損症","カルバミルリンサンゴウセイコウソケッソンショウ",1,"U5D5","E722","","517",,8844943,"カルバミルリン酸合成酵素欠損症",1,273,20090101,,"00",0,"",""
0,20051509,"カルマン症候群","カルマンショウコウグン",1,"CN0B","E230","","517",,2534002,"カルマン症候群",1,200,,,"00",0,"",""
0,20092700,"加齢黄斑変性","カレイオウハンヘンセイ",1,"BHQJ","H353","","517",,8831472,"加齢黄斑変性",1,273,20090101,,"00",0,"",""
0,20055554,"加齢性白内障","カレイセイハクナイショウ",1,"BB6Q","H259","","517",,3661013,"加齢性白内障",1,210,20020601,,"00",0,"",""
0,20055708,"過労","カロウ",1,"PNT7","T733","","517",,8831473,"過労",1,210,20020601,,"00",0,"",""
0,20096963,"過労性脛部痛","カロウセイケイブツウ",1,"TTK4","T796","","517",,8846514,"過労性脛部痛",1,301,20111001,,"00",0,"",""
0,20051511,"カロチン血症","カロチンケッショウ",1,"HSKU","E671","","517",,2783003,"カロチン血症",1,200,,,"00",0,"",""
0,20067899,"川崎病","カワサキビョウ",1,"UBA6","M303","","517",,4461003,"川崎病",1,200,,,"00",0,"",""
0,20067901,"川崎病性冠動脈瘤","カワサキビョウセイカンドウミャクリュウ",2,"JNUN","M303","","517",,4461004,"川崎病性冠動脈瘤",1,200,,,"00",0,"",""
0,20067900,"川崎病による虚血性心疾患","カワサキビョウニヨルキョケツセイシンシッカン",2,"T1V0","M303","","517",,8831474,"川崎病による虚血性心疾患",1,210,20020601,,"00",0,"",""
0,20057026,"肝悪性腫瘍","カンアクセイシュヨウ",2,"EHCT","C229","","517",,8831475,"肝悪性腫瘍",1,210,20020601,,"00",0,"",""
0,20057019,"肝アメーバ症","カンアメーバショウ",1,"T3ME","A064","","517",,8831476,"肝アメーバ症",1,210,20020601,,"00",0,"",""
0,20057030,"肝萎縮","カンイシュク",1,"R2CH","K729","","517",,8831477,"肝萎縮",1,210,20020601,,"00",0,"",""
0,20057028,"肝移植拒絶反応","カンイショクキョゼツハンノウ",1,"LLKR","T864","","517",,8831478,"肝移植拒絶反応",1,210,20020601,,"00",0,"",""
0,20092554,"肝移植後","カンイショクゴ",1,"CL8U","Z944","","517",,8844845,"肝移植後",1,272,20081001,,"00",0,"",""
0,20057027,"肝移植ドナー","カンイショクドナー",1,"EDD6","Z526","","517",,9968015,"肝移植ドナー",1,242,20060101,,"00",0,"",""
0,20057029,"肝移植不全","カンイショクフゼン",1,"ACGR","T864","","517",,8831480,"肝移植不全",1,210,20020601,,"00",0,"",""
0,20087469,"肝右葉腫瘍","カンウヨウシュヨウ",1,"J2QS","D376","","517",,8842691,"肝右葉腫瘍",1,252,20061001,,"00",0,"",""
0,20057040,"肝壊死","カンエシ",1,"SRQC","K729","","517",,8831481,"肝壊死",1,210,20020601,,"00",0,"",""
0,20057031,"肝炎","カンエン",2,"BK0Q","K759","","517",,5733005,"肝炎",1,200,,,"00",0,"",""
0,20057032,"肝炎後肝硬変","カンエンゴカンコウヘン",2,"V8ET","K746","","517",,8831482,"肝炎後肝硬変",1,210,20020601,,"00",0,"",""
0,20057033,"肝炎後再生不良性貧血","カンエンゴサイセイフリョウセイヒンケツ",1,"HVHS","D612","","517",,8831483,"肝炎後再生不良性貧血",1,210,20020601,,"00",0,"",""
3,20108079,"肝オリゴ転移","カンオリゴテンイ",1,"NGFF","C787","","517",,8851791,"肝オリゴ転移",1,517,20260101,,"00",0,"",""
0,20056853,"感音性耳鳴","カンオンセイジメイ",2,"E98G","H931","","517",,8831484,"感音性耳鳴",1,210,20020601,,"00",0,"",""
0,20056854,"感音難聴","カンオンナンチョウ",1,"CQAQ","H905","","517",,3891004,"感音難聴",1,200,,,"00",0,"",""
0,20094640,"緩解期潰瘍性大腸炎","カンカイキカイヨウセイダイチョウエン",1,"GN1M","K519","","517",,8845767,"緩解期潰瘍性大腸炎",1,290,20100601,,"00",0,"",""
0,20056841,"寛解中の双極性感情障害","カンカイチュウノソウキョクセイカンジョウショウガイ",1,"RHUP","F317","","517",,8831485,"寛解中の双極性感情障害",1,210,20020601,,"00",0,"",""
0,20056842,"寛解中の反復性うつ病性障害","カンカイチュウノハンプクセイウツビョウセイショウガイ",1,"FEFD","F334","","517",,8831486,"寛解中の反復性うつ病性障害",1,210,20020601,,"00",0,"",""
0,20057041,"肝海綿状血管腫","カンカイメンジョウケッカンシュ",2,"PQS8","D180","","517",,8831487,"肝海綿状血管腫",1,210,20020601,,"00",0,"",""
0,20056855,"感覚異常症","カンカクイジョウショウ",1,"S592","R202","","517",,7820130,"感覚異常症",1,200,,,"00",0,"",""
0,20056856,"感覚運動障害","カンカクウンドウショウガイ",1,"Q58B","R208","","517",,7820065,"感覚運動障害",1,200,,,"00",0,"",""
0,20056861,"感覚性失行症","カンカクセイシッコウショウ",1,"M0HB","R482","","517",,8831488,"感覚性失行症",1,210,20020601,,"00",0,"",""
0,20056860,"感覚性失語症","カンカクセイシツゴショウ",1,"TP4G","F802","","517",,8831489,"感覚性失語症",1,210,20020601,,"00",0,"",""
0,20057037,"肝過誤腫","カンカゴシュ",1,"ABGJ","D134","","517",,2115011,"肝過誤腫",1,270,20080601,,"00",0,"",""
0,20057034,"肝下垂症","カンカスイショウ",1,"GAH6","K768","","517",,8831490,"肝下垂症",1,210,20020601,,"00",0,"",""
0,20057035,"肝下膿瘍","カンカノウヨウ",1,"H2S4","K650","","517",,8831491,"肝下膿瘍",1,210,20020601,,"00",0,"",""
0,20096941,"肝鎌状間膜ヘルニア","カンカマジョウカンマクヘルニア",1,"FTKB","K458","","517",,8846515,"肝鎌状間膜ヘルニア",1,301,20111001,,"00",0,"",""
0,20057020,"肝カルチノイド","カンカルチノイド",2,"JG6U","C229","","517",,8831492,"肝カルチノイド",1,210,20020601,,"00",0,"",""
0,20056936,"汗管腫","カンカンシュ",1,"D32F","D239","","517",,2169006,"汗管腫",1,317,20150601,,"00",0,"",""
0,20092141,"肝間葉性過誤腫","カンカンヨウセイカゴシュ",1,"B087","D134","","517",,8844681,"肝間葉性過誤腫",1,270,20080601,,"00",0,"",""
0,20057042,"肝外傷","カンガイショウ",3,"D4VN","S361","","517",,8831493,"肝外傷",1,210,20020601,,"00",0,"",""
0,20057045,"肝外胆管癌","カンガイタンカンガン",2,"G182","C240","","517",,8831494,"肝外胆管癌",1,210,20020601,,"00",0,"",""
0,20057044,"肝外胆管の良性腫瘍","カンガイタンカンノリョウセイシュヨウ",2,"R1U8","D135","","517",,8831495,"肝外胆管の良性腫瘍",1,210,20020601,,"00",0,"",""
0,20057047,"肝外胆道閉鎖症","カンガイタンドウヘイサショウ",1,"BTPJ","Q442","","517",,5762011,"肝外胆道閉鎖症",1,200,,,"00",0,"",""
0,20057048,"肝外閉塞性黄疸","カンガイヘイソクセイオウダン",1,"AQ0G","K838","","517",,5768002,"肝外閉塞性黄疸",1,200,,,"00",0,"",""
0,20057049,"肝外門脈閉塞症","カンガイモンミャクヘイソクショウ",1,"HD2G","I81","","517",,4530002,"肝外門脈閉塞症",1,200,,,"00",0,"",""
0,20057039,"肝芽腫","カンガシュ",1,"V5HM","C222","","517",,8831496,"肝芽腫",1,210,20020601,,"00",0,"",""
0,20101208,"肝型糖原病","カンガタトウゲンビョウ",1,"S95E","E740","K778","517",,8848478,"肝型糖原病",1,318,20151001,,"00",0,"",""
0,20057051,"肝癌","カンガン",1,"C5L0","C220","","517",,1550004,"肝癌",1,200,,,"00",0,"",""
0,20087470,"肝癌骨転移","カンガンコツテンイ",1,"FT2V","C795","","517",,8842692,"肝癌骨転移",1,242,20060101,,"00",0,"",""
0,20078218,"宦官症","カンガンショウ",1,"L4A9","E291","","517",,8831497,"宦官症",1,210,20020601,,"00",0,"",""
0,20057052,"肝奇形腫","カンキケイシュ",2,"U8L0","C227","","517",,8831498,"肝奇形腫",1,241,20051001,,"00",0,"",""
0,20057054,"肝機能検査異常","カンキノウケンサイジョウ",1,"BNVC","R945","","517",,7948001,"肝機能検査異常",1,200,,,"00",0,"",""
0,20057055,"肝機能障害","カンキノウショウガイ",1,"C51H","K769","","517",,5738002,"肝機能障害",1,200,,,"00",0,"",""
0,20057058,"肝吸虫症","カンキュウチュウショウ",1,"D77D","B661","K770","517",,1211001,"肝吸虫症",1,400,20170101,,"00",0,"",""
0,20056929,"換気量減少","カンキリョウゲンショウ",1,"H430","R942","","517",,8831499,"換気量減少",1,210,20020601,,"00",0,"",""
0,20087960,"冠形態歯周治療用装置脱離","カンケイタイシシュウチリョウヨウソウチダツリ",1,"NGD8","T888","","517",,8843856,"冠形態歯周治療用装置脱離",4,264,20080401,,"00",0,"",""
0,20087964,"冠形態歯周治療用装置破損","カンケイタイシシュウチリョウヨウソウチハソン",1,"F7SG","T888","","517",,8843857,"冠形態歯周治療用装置破損",4,264,20080401,,"00",0,"",""
0,20087101,"冠形態歯周治療用装置不適合","カンケイタイシシュウチリョウヨウソウチフテキゴウ",1,"DS26","T888","","517",,8843858,"冠形態歯周治療用装置不適合",4,264,20080401,,"00",0,"",""
0,20057220,"関係念慮","カンケイネンリョ",2,"S7HP","F220","","517",,2971002,"関係念慮",1,200,,,"00",0,"",""
0,20057221,"関係妄想","カンケイモウソウ",2,"CKR2","F220","","517",,2971003,"関係妄想",1,200,,,"00",0,"",""
0,20057061,"肝結核","カンケッカク",1,"MF0E","A188","K770","517",,8831500,"肝結核",1,210,20020601,,"00",0,"",""
0,20096044,"冠血管拡張薬中毒","カンケッカンカクチョウヤクチュウドク",1,"NR77","T463","","517",,8846361,"冠血管拡張薬中毒",1,300,20110601,,"00",0,"",""
0,20092701,"肝血管筋脂肪腫","カンケッカンキンシボウシュ",1,"SGVF","D175","","517",,8844944,"肝血管筋脂肪腫",1,273,20090101,,"00",0,"",""
0,20057063,"肝血管腫","カンケッカンシュ",1,"V19L","D180","","517",,2280084,"肝血管腫",1,200,,,"00",0,"",""
0,20057064,"肝血管肉腫","カンケッカンニクシュ",1,"R7HG","C223","","517",,8831501,"肝血管肉腫",1,210,20020601,,"00",0,"",""
0,20057179,"間欠性関節水腫","カンケツセイカンセツスイシュ",1,"NNPA","M1249","","517",,8831502,"間欠性関節水腫",1,212,20021201,,"00",0,"",""
0,20057178,"間欠性外斜視","カンケツセイガイシャシ",1,"RBL3","H503","","517",,8831503,"間欠性外斜視",1,210,20020601,,"00",0,"",""
0,20057180,"間欠性眼球突出症","カンケツセイガンキュウトッシュツショウ",1,"MLBH","H052","","517",,8831504,"間欠性眼球突出症",1,210,20020601,,"00",0,"",""
0,20057181,"間欠性振戦","カンケツセイシンセン",1,"V225","R251","","517",,8831505,"間欠性振戦",1,210,20020601,,"00",0,"",""
0,20057182,"間欠性内斜視","カンケツセイナイシャシ",1,"B3RL","H503","","517",,8831506,"間欠性内斜視",1,210,20020601,,"00",0,"",""
0,20083982,"間欠性跛行","カンケツセイハコウ",1,"BF6M","I739","","517",,8831507,"間欠性跛行",1,210,20020601,,"00",0,"",""
0,20057183,"間欠性爆発障害","カンケツセイバクハツショウガイ",2,"R799","F638","","517",,8831508,"間欠性爆発障害",1,210,20020601,,"00",0,"",""
0,20057185,"間欠性房室ブロック","カンケツセイボウシツブロック",2,"NDB8","I443","","517",,4261005,"間欠性房室ブロック",1,200,,,"00",0,"",""
0,20057188,"間欠的菌血症","カンケツテキキンケツショウ",2,"JLL3","A499","","517",,389015,"間欠的菌血症",1,200,,,"00",0,"",""
0,20057189,"間欠熱","カンケツネツ",2,"MFSS","R509","","517",,846004,"間欠熱",1,514,20240601,,"00",0,"",""
0,20057065,"肝限局性結節性過形成","カンゲンキョクセイケッセツセイカケイセイ",2,"E3N4","K768","","517",,8831509,"肝限局性結節性過形成",1,210,20020601,,"00",0,"",""
0,20056938,"汗孔角化症","カンコウカクカショウ",1,"E2HT","Q828","","517",,8831510,"汗孔角化症",1,210,20020601,,"00",0,"",""
0,20057067,"肝硬化症","カンコウカショウ",1,"CV7B","K741","","517",,8831511,"肝硬化症",1,210,20020601,,"00",0,"",""
0,20096485,"肝硬化性血管腫","カンコウカセイケッカンシュ",1,"PHV2","D180","","517",,8846516,"肝硬化性血管腫",1,301,20111001,,"00",0,"",""
0,20057066,"肝梗塞","カンコウソク",1,"K4CQ","K763","","517",,5734001,"肝梗塞",1,200,,,"00",0,"",""
0,20057068,"肝硬変症","カンコウヘンショウ",1,"BM6F","K746","","517",,8831512,"肝硬変症",1,315,20150101,,"00",0,"",""
0,20096774,"肝硬変に伴う食道静脈瘤","カンコウヘンニトモナウショクドウジョウミャクリュウ",1,"J6S5","K746","I982","517",,8846517,"肝硬変に伴う食道静脈瘤",1,301,20111001,,"00",0,"",""
0,20102608,"肝硬変に伴う食道静脈瘤出血","カンコウヘンニトモナウショクドウジョウミャクリュウシュッケツ",1,"P711","K746","I983","517",,8849260,"肝硬変に伴う食道静脈瘤出血",1,403,20180101,,"00",0,"",""
0,20057283,"韓国型出血熱","カンコクガタシュッケツネツ",2,"J8A2","A985","","517",,8831513,"韓国型出血熱",1,210,20020601,,"00",0,"",""
0,20085523,"寛骨臼開放骨折","カンコツキュウカイホウコッセツ",1,"FNMN","S3241","","517",,8841786,"寛骨臼開放骨折",1,212,20021201,,"00",0,"",""
0,20056845,"寛骨臼骨折","カンコツキュウコッセツ",1,"BL74","S3240","","517",,8831514,"寛骨臼骨折",1,212,20021201,,"00",0,"",""
0,20056844,"寛骨臼骨若年性骨軟骨症","カンコツキュウコツジャクネンセイコツナンコツショウ",1,"PTA0","M9105","","517",,8831515,"寛骨臼骨若年性骨軟骨症",1,212,20021201,,"00",0,"",""
0,20099653,"寛骨臼病的骨折","カンコツキュウビョウテキコッセツ",1,"VT5M","M8445","","517",,8847845,"寛骨臼病的骨折",1,311,20140101,,"00",0,"",""
0,20057070,"肝細胞癌","カンサイボウガン",1,"U7HP","C220","","517",,1550005,"肝細胞癌",1,200,,,"00",0,"",""
0,20099318,"肝細胞癌破裂","カンサイボウガンハレツ",1,"GDUC","C220","K768","517",,8847692,"肝細胞癌破裂",1,309,20130601,,"00",0,"",""
0,20057071,"肝細胞性黄疸","カンサイボウセイオウダン",2,"J4UV","K729","","517",,5738005,"肝細胞性黄疸",1,200,,,"00",0,"",""
0,20057191,"間擦疹","カンサツシン",1,"HC6G","L304","","517",,8831516,"間擦疹",1,210,20020601,,"00",0,"",""
0,20057069,"肝左葉腫瘍","カンサヨウシュヨウ",2,"UC8B","D376","","517",,8831517,"肝左葉腫瘍",1,210,20020601,,"00",0,"",""
0,20057021,"肝サルコイドーシス","カンサルコイドーシス",1,"SGKH","D868","K778","517",,1359007,"肝サルコイドーシス",1,200,,,"00",0,"",""
0,20095430,"神崎病","カンザキビョウ",1,"C722","E742","","517",,8846106,"神崎病",1,292,20110101,,"00",0,"",""
0,20096885,"環指ＤＩＰ関節尺側側副靱帯損傷","カンシＤＩＰカンセツシャクソクソクフクジンタイソンショウ",1,"M333","S636","","517",,8846518,"環指ＤＩＰ関節尺側側副靱帯損傷",1,301,20111001,,"00",0,"",""
0,20096883,"環指ＤＩＰ関節側副靱帯損傷","カンシＤＩＰカンセツソクフクジンタイソンショウ",1,"JUR2","S636","","517",,8846519,"環指ＤＩＰ関節側副靱帯損傷",1,301,20111001,,"00",0,"",""
0,20096887,"環指ＤＩＰ関節橈側側副靱帯損傷","カンシＤＩＰカンセツトウソクソクフクジンタイソンショウ",1,"TMPU","S636","","517",,8846520,"環指ＤＩＰ関節橈側側副靱帯損傷",1,301,20111001,,"00",0,"",""
0,20096897,"環指ＭＰ関節尺側側副靱帯損傷","カンシＭＰカンセツシャクソクソクフクジンタイソンショウ",1,"KR99","S636","","517",,8846521,"環指ＭＰ関節尺側側副靱帯損傷",1,301,20111001,,"00",0,"",""
