field_name,source_table_name,source_field_name,source_code,source_code_description,source_vocabulary_id,source_domain_id,reccount,stcm,std_mapped,rn,source_concept_id,source_concept_name,source_concept_vocabulary_id,source_concept_domain_id,source_concept_class_id,target_concept_id,target_concept_name,target_concept_vocabulary_id,target_concept_domain_id,target_concept_class_id,target_standard_concept,target_valid_start_date,target_valid_end_date,target_invalid_reason
condition_source_value,PatientDisease,dis_management_cd,20071371,20071371|C787|再発転移性肝腫瘍の疑い,MEDIS_DIAGKNR_S,Condition,82788,Y,Y,1,45595688,Secondary malignant neoplasm of liver and intrahepatic bile duct,ICD10,Condition,ICD10 code,35226180,Metastasis to intrahepatic bile ducts,Cancer Modifier,Measurement,Metastasis,S,2020-10-13,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20071371,20071371|C787|再発転移性肝腫瘍の疑い,MEDIS_DIAGKNR_S,Condition,82788,Y,Y,2,45595688,Secondary malignant neoplasm of liver and intrahepatic bile duct,ICD10,Condition,ICD10 code,36770544,Metastasis to liver,Cancer Modifier,Measurement,Metastasis,S,2020-09-23,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20104132,20104132|U071|ＣＯＶＩＤ－１９,MEDIS_DIAGKNR_S,Condition,63856,Y,Y,1,45756093,"Emergency use of U07.1 | COVID-19, virus identified",ICD10,Condition,ICD10 code,704996,Patient meets COVID-19 laboratory diagnostic criteria,OMOP Extension,Observation,Clinical Finding,S,2020-05-13,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20104132,20104132|U071|ＣＯＶＩＤ－１９,MEDIS_DIAGKNR_S,Condition,63856,Y,Y,2,45756093,"Emergency use of U07.1 | COVID-19, virus identified",ICD10,Condition,ICD10 code,37311061,COVID-19,SNOMED,Condition,Disorder,S,2020-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20071393,20071393|C780|右下葉転移性肺腫瘍,MEDIS_DIAGKNR_S,Condition,61379,Y,Y,1,45537839,Secondary malignant neoplasm of lung,ICD10,Condition,ICD10 code,36770283,Metastasis to lung,Cancer Modifier,Measurement,Metastasis,S,2020-09-23,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20060580,20060580|R060|右呼吸困難術後再発の疑い,MEDIS_DIAGKNR_S,Condition,49230,Y,Y,1,45558449,Dyspnoea,ICD10,Condition,ICD10 code,312437,Dyspnea,SNOMED,Condition,Clinical Finding,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20085374,20085374|R11|化学療法に伴う嘔吐症,MEDIS_DIAGKNR_S,Condition,49026,Y,Y,1,45609947,Other chemotherapy,ICD10,Procedure,ICD10 code,4273629,Chemotherapy,SNOMED,Procedure,Procedure,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20085374,20085374|R11|化学療法に伴う嘔吐症,MEDIS_DIAGKNR_S,Condition,49026,Y,Y,2,45539317,Nausea and vomiting,ICD10,Condition,ICD10 Hierarchy,27674,Nausea and vomiting,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20073383,20073383|D65|播種性血管内凝固,MEDIS_DIAGKNR_S,Condition,41518,Y,Y,1,45547609,Disseminated intravascular coagulation [defibrination syndrome],ICD10,Condition,ICD10 Hierarchy,436093,Disseminated intravascular coagulation,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20061820,20061820|M5456|腰痛症,MEDIS_DIAGKNR_S,Condition,36919,Y,Y,1,45553207,Low back pain,ICD10,Condition,ICD10 code,194133,Low back pain,SNOMED,Condition,Clinical Finding,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20059661,20059661|C770|右頚部リンパ節転移,MEDIS_DIAGKNR_S,Condition,32569,Y,Y,1,45590925,"Secondary and unspecified malignant neoplasm: Lymph nodes of head, face and neck",ICD10,Condition,ICD10 code,36768587,Spread to lymph node,Cancer Modifier,Measurement,Nodes,S,2020-09-23,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20071392,20071392|C793|右転移性脳腫瘍,MEDIS_DIAGKNR_S,Condition,29928,Y,Y,1,45561831,Secondary malignant neoplasm of brain and cerebral meninges,ICD10,Condition,ICD10 code,35226099,Metastasis to cerebral meninges,Cancer Modifier,Measurement,Metastasis,S,2020-10-13,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20071392,20071392|C793|右転移性脳腫瘍,MEDIS_DIAGKNR_S,Condition,29928,Y,Y,2,45561831,Secondary malignant neoplasm of brain and cerebral meninges,ICD10,Condition,ICD10 code,36768862,Metastasis to brain,Cancer Modifier,Measurement,Metastasis,S,2020-09-23,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20075903,20075903|K590|便秘症,MEDIS_DIAGKNR_S,Condition,29926,Y,Y,1,45557663,Constipation,ICD10,Condition,ICD10 code,75860,Constipation,SNOMED,Condition,Clinical Finding,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20071549,20071549|E14|糖尿病,MEDIS_DIAGKNR_S,Condition,27052,Y,Y,1,45571663,Unspecified diabetes mellitus,ICD10,Condition,ICD10 Hierarchy,201820,Diabetes mellitus,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20061326,20061326|E039|甲状腺機能低下症,MEDIS_DIAGKNR_S,Condition,26284,Y,Y,1,45537945,"Hypothyroidism, unspecified",ICD10,Condition,ICD10 code,140673,Hypothyroidism,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20054178,20054178|C169|胃癌,MEDIS_DIAGKNR_S,Condition,24024,Y,Y,1,45571490,"Malignant neoplasm: Stomach, unspecified",ICD10,Condition,ICD10 code,196044,Primary malignant neoplasm of stomach,SNOMED,Condition,Disorder,S,2002-07-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20065604,20065604|I509|心不全,MEDIS_DIAGKNR_S,Condition,19663,Y,Y,1,45576879,"Heart failure, unspecified",ICD10,Condition,ICD10 code,316139,Heart failure,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20057201,20057201|J849|右間質性肺炎,MEDIS_DIAGKNR_S,Condition,18821,Y,Y,1,45543277,"Interstitial pulmonary disease, unspecified",ICD10,Condition,ICD10 code,4119786,Interstitial lung disease,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20063501,20063501|L309|下腿湿疹,MEDIS_DIAGKNR_S,Condition,18792,Y,Y,1,45572271,"Dermatitis, unspecified",ICD10,Condition,ICD10 code,45766714,Inflammatory dermatosis,SNOMED,Condition,Disorder,S,2015-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20050098,20050098|B169|Ｂ型肝炎,MEDIS_DIAGKNR_S,Condition,18171,Y,Y,1,45590845,Acute hepatitis B without delta-agent and without hepatic coma,ICD10,Condition,ICD10 code,197795,Acute type B viral hepatitis,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20071355,20071355|D509|鉄欠乏性鉄欠乏性貧血,MEDIS_DIAGKNR_S,Condition,16565,Y,Y,1,45605373,"Iron deficiency anaemia, unspecified",ICD10,Condition,ICD10 code,436659,Iron deficiency anemia,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20054846,20054846|E639|栄養障害,MEDIS_DIAGKNR_S,Condition,16537,Y,Y,1,45591050,"Nutritional deficiency, unspecified",ICD10,Condition,ICD10 code,435227,Nutritional deficiency disorder,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20083823,20083823|L853|右皮脂欠乏症,MEDIS_DIAGKNR_S,Condition,16402,Y,Y,1,45577054,Xerosis cutis,ICD10,Condition,ICD10 code,4228361,Asteatosis cutis,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20072834,20072834|N390|尿路感染症,MEDIS_DIAGKNR_S,Condition,15192,Y,Y,1,45548665,"Urinary tract infection, site not specified",ICD10,Condition,ICD10 code,81902,Urinary tract infectious disease,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20071377,20071377|C795|右上腕骨転移性骨腫瘍,MEDIS_DIAGKNR_S,Condition,13394,Y,Y,1,45571540,Secondary malignant neoplasm of bone and bone marrow,ICD10,Condition,ICD10 code,35226074,Metastasis to bone marrow,Cancer Modifier,Measurement,Metastasis,S,2020-10-13,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20071377,20071377|C795|右上腕骨転移性骨腫瘍,MEDIS_DIAGKNR_S,Condition,13394,Y,Y,2,45571540,Secondary malignant neoplasm of bone and bone marrow,ICD10,Condition,ICD10 code,36769301,Metastasis to bone,Cancer Modifier,Measurement,Metastasis,S,2020-09-23,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20061593,20061593|I10|高血圧症,MEDIS_DIAGKNR_S,Condition,12290,Y,Y,1,45591453,Essential (primary) hypertension,ICD10,Condition,ICD10 Hierarchy,320128,Essential hypertension,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20089142,20089142|K210|維持療法の必要な難治性逆流性食道炎,MEDIS_DIAGKNR_S,Condition,11323,Y,Y,1,45543296,Gastro-oesophageal reflux disease with oesophagitis,ICD10,Condition,ICD10 code,30437,Gastro-esophageal reflux disease with esophagitis,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20075175,20075175|G470|不眠症,MEDIS_DIAGKNR_S,Condition,10520,Y,Y,1,45547742,Disorders of initiating and maintaining sleep [insomnias],ICD10,Condition,ICD10 code,439708,Disorders of initiating and maintaining sleep,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20051624,20051624|E249|クッシング症候群,MEDIS_DIAGKNR_S,Condition,10482,Y,Y,1,45547644,"Cushing syndrome, unspecified",ICD10,Condition,ICD10 code,195212,Hypercortisolism,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20072471,20072471|C509|右乳癌,MEDIS_DIAGKNR_S,Condition,10243,Y,Y,1,45547505,"Malignant neoplasm: Breast, unspecified",ICD10,Condition,ICD10 code,4162253,Primary malignant neoplasm of breast,SNOMED,Condition,Disorder,S,2002-07-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20058678,20058678|K859|急性膵炎,MEDIS_DIAGKNR_S,Condition,10045,Y,Y,1,45591611,"Acute pancreatitis, unspecified",ICD10,Condition,ICD10 code,199074,Acute pancreatitis,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20058108,20058108|K210|逆流性食道炎,MEDIS_DIAGKNR_S,Condition,9524,Y,Y,1,45543296,Gastro-oesophageal reflux disease with oesophagitis,ICD10,Condition,ICD10 code,30437,Gastro-esophageal reflux disease with esophagitis,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20057886,20057886|J40|気管支炎,MEDIS_DIAGKNR_S,Condition,9476,Y,Y,1,45572167,"Bronchitis, not specified as acute or chronic",ICD10,Condition,ICD10 Hierarchy,256451,Bronchitis,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20070760,20070760|A099|腸炎,MEDIS_DIAGKNR_S,Condition,8567,Y,Y,1,45755298,Gastroenteritis and colitis of unspecified origin,ICD10,Condition,ICD10 code,4043371,Inflammatory disorder of digestive tract,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20101536,20101536|C772|肝門部リンパ節転移,MEDIS_DIAGKNR_S,Condition,8174,Y,Y,1,45576338,Secondary and unspecified malignant neoplasm: Intra-abdominal lymph nodes,ICD10,Condition,ICD10 code,36768587,Spread to lymph node,Cancer Modifier,Measurement,Nodes,S,2020-09-23,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20058790,20058790|I259|虚血性心疾患,MEDIS_DIAGKNR_S,Condition,8095,Y,Y,1,45552784,"Chronic ischaemic heart disease, unspecified",ICD10,Condition,ICD10 code,315286,Chronic ischemic heart disease,SNOMED,Condition,Disorder,S,2005-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20075477,20075477|K659|難治性腹膜炎,MEDIS_DIAGKNR_S,Condition,8069,Y,Y,1,45548168,"Peritonitis, unspecified",ICD10,Condition,ICD10 code,196152,Peritonitis,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20078816,20078816|D414|膀胱腫瘍,MEDIS_DIAGKNR_S,Condition,8035,Y,Y,1,45537910,Neoplasm of uncertain or unknown behaviour: Bladder,ICD10,Condition,ICD10 code,198401,Neoplasm of uncertain behavior of urinary bladder,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20078208,20078208|R11|放射線療法に伴う嘔吐症,MEDIS_DIAGKNR_S,Condition,7715,Y,Y,1,45539317,Nausea and vomiting,ICD10,Condition,ICD10 Hierarchy,27674,Nausea and vomiting,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20066544,20066544|F529|性機能低下,MEDIS_DIAGKNR_S,Condition,7570,Y,Y,1,45591145,"Unspecified sexual dysfunction, not caused by organic disorder or disease",ICD10,Condition,ICD10 code,440068,Psychosexual dysfunction,SNOMED,Condition,Clinical Finding,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20058607,20058607|J00|右急性鼻咽頭炎,MEDIS_DIAGKNR_S,Condition,7067,Y,Y,1,45562431,Acute nasopharyngitis [common cold],ICD10,Condition,ICD10 Hierarchy,260427,Common cold,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20061098,20061098|K121|化学療法に伴う口内炎,MEDIS_DIAGKNR_S,Condition,6172,Y,Y,1,45548143,Other forms of stomatitis,ICD10,Condition,ICD10 code,138455,Stomatitis,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20065879,20065879|B487|深在性真菌症,MEDIS_DIAGKNR_S,Condition,6044,Y,Y,1,45581171,Opportunistic mycoses,ICD10,Condition,ICD10 code,432248,Opportunistic mycosis,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20055433,20055433|A099|下痢症,MEDIS_DIAGKNR_S,Condition,5650,Y,Y,1,45755298,Gastroenteritis and colitis of unspecified origin,ICD10,Condition,ICD10 code,4043371,Inflammatory disorder of digestive tract,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20069739,20069739|C189|術後大腸癌,MEDIS_DIAGKNR_S,Condition,5500,Y,Y,1,45561790,"Malignant neoplasm: Colon, unspecified",ICD10,Condition,ICD10 code,197500,Primary malignant neoplasm of colon,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20092793,20092793|T818|術後疼痛,MEDIS_DIAGKNR_S,Condition,5260,Y,Y,1,45599753,"Other complications of procedures, not elsewhere classified",ICD10,Condition,ICD10 code,442019,Complication of procedure,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20057304,20057304|R522|癌性疼痛,MEDIS_DIAGKNR_S,Condition,5183,Y,Y,1,45568139,Other chronic pain,ICD10,Condition,ICD10 code,436096,Chronic pain,SNOMED,Condition,Clinical Finding,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20083960,20083960|I219|心筋梗塞,MEDIS_DIAGKNR_S,Condition,5156,Y,Y,1,45605780,"Acute myocardial infarction, unspecified",ICD10,Condition,ICD10 code,312327,Acute myocardial infarction,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20073570,20073570|C349|右肺癌,MEDIS_DIAGKNR_S,Condition,5139,Y,Y,1,45542592,"Malignant neoplasm: Bronchus or lung, unspecified",ICD10,Condition,ICD10 code,4311499,Primary malignant neoplasm of respiratory tract,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20074242,20074242|L089|頭部皮膚感染症,MEDIS_DIAGKNR_S,Condition,5072,Y,Y,1,45577027,"Local infection of skin and subcutaneous tissue, unspecified",ICD10,Condition,ICD10 code,443600,Localized infection of skin AND/OR subcutaneous tissue,SNOMED,Condition,Disorder,S,2008-07-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20059987,20059987|K635|結腸ポリープ,MEDIS_DIAGKNR_S,Condition,5021,Y,Y,1,45601184,Polyp of colon,ICD10,Condition,ICD10 code,4285898,Polyp of colon,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20050554,20050554|F059|せん妄,MEDIS_DIAGKNR_S,Condition,4953,Y,Y,1,45591078,"Delirium, unspecified",ICD10,Condition,ICD10 code,373995,Delirium,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20076355,20076355|K529|慢性下痢症,MEDIS_DIAGKNR_S,Condition,4897,Y,Y,1,45572215,"Noninfective gastroenteritis and colitis, unspecified",ICD10,Condition,ICD10 code,201618,Disorder of intestine,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20054174,20054174|K297|胃炎,MEDIS_DIAGKNR_S,Condition,4602,Y,Y,1,45591583,"Gastritis, unspecified",ICD10,Condition,ICD10 code,201340,Gastritis,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20052722,20052722|E538|ビタミンＢ１２欠乏症,MEDIS_DIAGKNR_S,Condition,4594,Y,Y,1,45533035,Deficiency of other specified B group vitamins,ICD10,Condition,ICD10 code,437246,Vitamin B deficiency,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20054582,20054582|J060|咽頭喉頭炎,MEDIS_DIAGKNR_S,Condition,4223,Y,Y,1,45562436,Acute laryngopharyngitis,ICD10,Condition,ICD10 code,23798,Acute laryngopharyngitis,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20050020,20050020|E11|２型糖尿病,MEDIS_DIAGKNR_S,Condition,4208,Y,Y,1,45571656,Type 2 diabetes mellitus,ICD10,Condition,ICD10 Hierarchy,201826,Type 2 diabetes mellitus,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20065013,20065013|C341|右上葉肺癌,MEDIS_DIAGKNR_S,Condition,4207,Y,Y,1,45595646,"Malignant neoplasm: Upper lobe, bronchus or lung",ICD10,Condition,ICD10 code,4151250,"Malignant neoplasm of upper lobe, bronchus or lung",SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20098530,20098530|Z518|周術期口腔機能管理中,MEDIS_DIAGKNR_S,Condition,4197,Y,Y,1,45590737,Other specified medical care,ICD10,Observation,ICD10 code,4021166,Care regime,SNOMED,Observation,Procedure,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20073619,20073619|B49|肺真菌症,MEDIS_DIAGKNR_S,Condition,4084,Y,Y,1,45600461,Unspecified mycosis,ICD10,Condition,ICD10 Hierarchy,433701,Mycosis,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20073619,20073619|B49|肺真菌症,MEDIS_DIAGKNR_S,Condition,4084,Y,Y,2,45538492,Respiratory disorders in other diseases classified elsewhere,ICD10,Condition,ICD10 code,320136,Disorder of respiratory system,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20083708,20083708|A048|ヘリコバクター・ピロリ感染症,MEDIS_DIAGKNR_S,Condition,3992,Y,Y,1,45755321,Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters,ICD10,Condition,ICD10 code,4146776,Helicobacter pylori gastrointestinal tract infection,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20083708,20083708|A048|ヘリコバクター・ピロリ感染症,MEDIS_DIAGKNR_S,Condition,3992,Y,Y,2,45561679,Other specified bacterial intestinal infections,ICD10,Condition,ICD10 code,193402,Bacterial enteritis of intestine,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20068229,20068229|C61|遠隔転移のある前立腺癌,MEDIS_DIAGKNR_S,Condition,3933,Y,Y,1,45547509,Malignant neoplasm of prostate,ICD10,Condition,ICD10 Hierarchy,200962,Primary malignant neoplasm of prostate,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20090392,20090392|F067|軽度認知障害,MEDIS_DIAGKNR_S,Condition,3815,Y,Y,1,45605450,Mild cognitive disorder,ICD10,Condition,ICD10 code,4297400,Mild neurocognitive disorder,SNOMED,Condition,Disorder,S,2003-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20077235,20077235|L270|薬疹,MEDIS_DIAGKNR_S,Condition,3661,Y,Y,1,45538572,Generalized skin eruption due to drugs and medicaments,ICD10,Condition,ICD10 code,4064036,Generalized skin eruption caused by drug and medicament,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20078783,20078783|N309|重症膀胱炎,MEDIS_DIAGKNR_S,Condition,3424,Y,Y,1,45606488,"Cystitis, unspecified",ICD10,Condition,ICD10 code,195588,Cystitis,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20050462,20050462|F329|うつ状態,MEDIS_DIAGKNR_S,Condition,3378,Y,Y,1,45571760,"Depressive episode, unspecified",ICD10,Observation,ICD10 code,3656234,Depressive episode,SNOMED,Observation,Clinical Finding,S,2020-07-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20055431,20055431|C343|右下葉下葉肺癌,MEDIS_DIAGKNR_S,Condition,3369,Y,Y,1,45605263,"Malignant neoplasm: Lower lobe, bronchus or lung",ICD10,Condition,ICD10 code,4157454,"Primary malignant neoplasm of lower lobe, bronchus or lung",SNOMED,Condition,Disorder,S,2002-07-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20084197,20084197|R633|経口摂取困難,MEDIS_DIAGKNR_S,Condition,3358,Y,Y,1,45563321,Feeding difficulties and mismanagement,ICD10,Observation,ICD10 code,434750,Feeding difficulties and mismanagement,SNOMED,Observation,Clinical Finding,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20061550,20061550|E780|高コレステロール血症,MEDIS_DIAGKNR_S,Condition,3260,Y,Y,1,45542771,Pure hypercholesterolaemia,ICD10,Condition,ICD10 code,437827,Pure hypercholesterolemia,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20075070,20075070|D649|貧血,MEDIS_DIAGKNR_S,Condition,3244,Y,Y,1,45600610,"Anaemia, unspecified",ICD10,Condition,ICD10 code,439777,Anemia,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20067237,20067237|K140|右舌炎,MEDIS_DIAGKNR_S,Condition,3059,Y,Y,1,45548148,Glossitis,ICD10,Condition,ICD10 code,436147,Glossitis,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20054313,20054313|K318|胃痙攣,MEDIS_DIAGKNR_S,Condition,3043,Y,Y,1,45557649,Other specified diseases of stomach and duodenum,ICD10,Condition,ICD10 code,4000609,Disorder of upper gastrointestinal tract,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20056462,20056462|R05|咳,MEDIS_DIAGKNR_S,Condition,3014,Y,Y,1,45606792,Cough,ICD10,Condition,ICD10 Hierarchy,254761,Cough,SNOMED,Condition,Clinical Finding,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20057055,20057055|K769|肝機能障害,MEDIS_DIAGKNR_S,Condition,3000,Y,Y,1,45572233,"Liver disease, unspecified",ICD10,Condition,ICD10 code,194984,Disease of liver,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20086801,20086801|C786|術後腹膜播種の疑い,MEDIS_DIAGKNR_S,Condition,2716,Y,Y,1,45547522,Secondary malignant neoplasm of retroperitoneum and peritoneum,ICD10,Condition,ICD10 code,35226284,Metastasis to retroperitoneum,Cancer Modifier,Measurement,Metastasis,S,2020-10-13,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20086801,20086801|C786|術後腹膜播種の疑い,MEDIS_DIAGKNR_S,Condition,2716,Y,Y,2,45547522,Secondary malignant neoplasm of retroperitoneum and peritoneum,ICD10,Condition,ICD10 code,35226253,Metastasis to peritoneum,Cancer Modifier,Measurement,Metastasis,S,2020-10-13,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20055223,20055223|I802|右下肢静脈血栓症,MEDIS_DIAGKNR_S,Condition,2692,Y,Y,1,45567230,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,ICD10,Condition,ICD10 code,4221821,Thrombophlebitis of deep veins of lower extremity,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20057063,20057063|D180|肝血管腫,MEDIS_DIAGKNR_S,Condition,2682,Y,Y,1,45586089,"Haemangioma, any site",ICD10,Condition,ICD10 code,441818,Hemangioma,SNOMED,Condition,Disorder,S,2003-07-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20083957,20083957|I219|急性心筋梗塞,MEDIS_DIAGKNR_S,Condition,2667,Y,Y,1,45605780,"Acute myocardial infarction, unspecified",ICD10,Condition,ICD10 code,312327,Acute myocardial infarction,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20098734,20098734|G98|左躯幹神経障害性疼痛,MEDIS_DIAGKNR_S,Condition,2622,Y,Y,1,45582717,Chronic intractable pain,ICD10,Condition,ICD10 code,4168685,Chronic intractable pain,SNOMED,Condition,Clinical Finding,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20098734,20098734|G98|左躯幹神経障害性疼痛,MEDIS_DIAGKNR_S,Condition,2622,Y,Y,2,45538151,"Other disorders of nervous system, not elsewhere classified",ICD10,Condition,ICD10 Hierarchy,376337,Disorder of nervous system,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
condition_source_value,PatientDisease,dis_management_cd,20057096,20057096|K729|肝性脳症,MEDIS_DIAGKNR_S,Condition,2573,Y,Y,1,45533613,"Hepatic failure, unspecified",ICD10,Condition,ICD10 code,4245975,Hepatic failure,SNOMED,Condition,Disorder,S,2002-01-31,2099-12-31,
