source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
20061774,42617660,MEDIS_DIAGKNR_S,M47.86|腰椎症,4346975,SNOMED,2016-12-01,2099-12-31,
20061777,45601982,MEDIS_DIAGKNR_S,Q76.4|腰椎仙椎化,81670,SNOMED,1990-05-01,2099-12-31,
20061778,45538149,MEDIS_DIAGKNR_S,G97.1|腰椎穿刺後頭痛,4225874,SNOMED,1990-05-01,2099-12-31,
20061782,42617349,MEDIS_DIAGKNR_S,M40.56|腰椎前弯,37310660,SNOMED,2016-12-01,2099-12-31,
20061783,42617427,MEDIS_DIAGKNR_S,M41.96|腰椎側弯症,4184423,SNOMED,2016-12-01,2099-12-31,
20061784,45587977,MEDIS_DIAGKNR_S,S39.9|腰椎損傷,194526,SNOMED,1990-05-01,2099-12-31,
20061785,45607217,MEDIS_DIAGKNR_S,S33.1|腰椎脱臼,4044358,SNOMED,1990-05-01,2099-12-31,
20061787,45755675,MEDIS_DIAGKNR_S,S32.00|腰椎脱臼骨折,4013604,SNOMED,1990-05-01,2099-12-31,
20061788,45561112,MEDIS_DIAGKNR_S,T91.1|腰椎陳旧性圧迫骨折,192759,SNOMED,1990-05-01,2099-12-31,
20061792,45606241,MEDIS_DIAGKNR_S,M51.2|腰椎椎間板ヘルニア,4251304,SNOMED,1990-05-01,2099-12-31,
20061793,42617592,MEDIS_DIAGKNR_S,M46.46|腰椎椎間板炎,4067311,SNOMED,2016-12-01,2099-12-31,
20061795,45596590,MEDIS_DIAGKNR_S,M51.9|腰椎椎間板症,75344,SNOMED,1990-05-01,2099-12-31,
20061803,45597591,MEDIS_DIAGKNR_S,S33.5|腰椎捻挫,132466,SNOMED,1990-05-01,2099-12-31,
20061805,42618838,MEDIS_DIAGKNR_S,M84.48|腰椎病的骨折,73571,SNOMED,2016-12-01,2099-12-31,
20061806,42617843,MEDIS_DIAGKNR_S,M53.26|腰椎不安定症,4000964,SNOMED,2016-12-01,2099-12-31,
20061807,45755675,MEDIS_DIAGKNR_S,S32.00|腰椎不全骨折,4013604,SNOMED,1990-05-01,2099-12-31,
20061808,45586114,MEDIS_DIAGKNR_S,D48.7|腰椎部腫瘍,432582,SNOMED,1990-05-01,2099-12-31,
20061810,42617476,MEDIS_DIAGKNR_S,M43.16|腰椎分離すべり症,36713107,SNOMED,2016-12-01,2099-12-31,
20061816,42617543,MEDIS_DIAGKNR_S,M43.96|腰椎弯曲症,195906,SNOMED,2016-12-01,2099-12-31,
20061816,42617543,MEDIS_DIAGKNR_S,M43.96|腰椎弯曲症,4182166,SNOMED,2016-12-01,2099-12-31,
20061817,45601982,MEDIS_DIAGKNR_S,Q76.4|腰椎扁平椎,81670,SNOMED,1990-05-01,2099-12-31,
20061818,45755675,MEDIS_DIAGKNR_S,S32.00|腰椎棘突起骨折,4013604,SNOMED,1990-05-01,2099-12-31,
20061819,45553205,MEDIS_DIAGKNR_S,M54.46|腰痛坐骨神経痛症候群,4001450,SNOMED,1990-05-01,2099-12-31,
20061820,45553207,MEDIS_DIAGKNR_S,M54.56|腰痛症,194133,SNOMED,1990-05-01,2099-12-31,
20061821,45581143,MEDIS_DIAGKNR_S,B02.9|腰殿部帯状疱疹,443943,SNOMED,1990-05-01,2099-12-31,
20061822,45553207,MEDIS_DIAGKNR_S,M54.56|腰殿部痛,194133,SNOMED,1990-05-01,2099-12-31,
20061824,42618449,MEDIS_DIAGKNR_S,M79.18|腰背筋痛症,442752,SNOMED,2016-12-01,2099-12-31,
20061825,45549279,MEDIS_DIAGKNR_S,S30.0|腰背部挫傷,73089,SNOMED,1990-05-01,2099-12-31,
20061829,42618459,MEDIS_DIAGKNR_S,M79.28|腰皮神経痛,373852,SNOMED,2016-12-01,2099-12-31,
20061832,45555696,MEDIS_DIAGKNR_S,T00.1|腰部胸部打撲,4055709,SNOMED,1990-05-01,2099-12-31,
20061833,45553207,MEDIS_DIAGKNR_S,M54.56|腰部筋筋膜炎,194133,SNOMED,1990-05-01,2099-12-31,
20061836,45555697,MEDIS_DIAGKNR_S,T00.8|腰部頚部挫傷,4058494,SNOMED,1990-05-01,2099-12-31,
20061838,45549279,MEDIS_DIAGKNR_S,S30.0|腰部骨盤部挫傷,73089,SNOMED,1990-05-01,2099-12-31,
20061839,45549279,MEDIS_DIAGKNR_S,S30.0|腰部挫傷,73089,SNOMED,1990-05-01,2099-12-31,
20061840,45575632,MEDIS_DIAGKNR_S,T91.0|腰部挫傷後遺症,433633,SNOMED,1990-05-01,2099-12-31,
20061841,45566667,MEDIS_DIAGKNR_S,D17.1|腰部脂肪腫,4033319,SNOMED,1990-05-01,2099-12-31,
20061842,45602014,MEDIS_DIAGKNR_S,R22.2|腰部腫瘤,40486678,SNOMED,1990-05-01,2099-12-31,
20061844,42617892,MEDIS_DIAGKNR_S,M54.16|腰部神経根炎,4134121,SNOMED,2016-12-01,2099-12-31,
20061846,45543370,MEDIS_DIAGKNR_S,L40.0|腰部尋常性乾癬,4307925,SNOMED,1990-05-01,2099-12-31,
20061848,45547767,MEDIS_DIAGKNR_S,G95.9|腰部脊髄症,135526,SNOMED,1990-05-01,2099-12-31,
20061849,42617679,MEDIS_DIAGKNR_S,M48.06|腰部脊柱管狭窄症,136788,SNOMED,2016-12-01,2099-12-31,
20061853,45607128,MEDIS_DIAGKNR_S,S31.0|腰部切創,4022202,SNOMED,1990-05-01,2099-12-31,
20061854,45587977,MEDIS_DIAGKNR_S,S39.9|腰部損傷,194526,SNOMED,1990-05-01,2099-12-31,
20061857,45592877,MEDIS_DIAGKNR_S,S39.7|腰部打撲挫創,4056713,SNOMED,1990-05-01,2099-12-31,
20061866,45546129,MEDIS_DIAGKNR_S,T21.0|腰部熱傷,197163,SNOMED,1990-05-01,2099-12-31,
20061868,45551565,MEDIS_DIAGKNR_S,T91.8|腰部捻挫後遺症,4110914,SNOMED,1990-05-01,2099-12-31,
20061869,45586751,MEDIS_DIAGKNR_S,L02.2|腰部膿瘍,4271016,SNOMED,1990-05-01,2099-12-31,
20061871,45539326,MEDIS_DIAGKNR_S,R23.3|腰部皮下出血,438252,SNOMED,1990-05-01,2099-12-31,
20061875,45581143,MEDIS_DIAGKNR_S,B02.9|腰腹帯状疱疹,443943,SNOMED,1990-05-01,2099-12-31,
20061876,45553207,MEDIS_DIAGKNR_S,M54.56|腰腹痛,194133,SNOMED,1990-05-01,2099-12-31,
20061877,45541891,MEDIS_DIAGKNR_S,T88.2|腰麻ショック,198307,SNOMED,1990-05-01,2099-12-31,
20061880,42618918,MEDIS_DIAGKNR_S,M85.69|骨のう腫,80509,SNOMED,2016-12-01,2099-12-31,
20061882,42618859,MEDIS_DIAGKNR_S,M84.99|骨の癒合障害,4344386,SNOMED,2016-12-01,2099-12-31,
20061883,45600459,MEDIS_DIAGKNR_S,B45.3|骨クリプトコッカス症,4151843,SNOMED,1990-05-01,2099-12-31,
20061883,42619217,MEDIS_DIAGKNR_S,M90.29|骨クリプトコッカス症,75909,SNOMED,2016-12-01,2099-12-31,
20061884,42619103,MEDIS_DIAGKNR_S,M88.99|骨パジェット病,75910,SNOMED,2016-12-01,2099-12-31,
20061887,45561867,MEDIS_DIAGKNR_S,C85.9|骨悪性リンパ腫,4038838,SNOMED,1990-05-01,2099-12-31,
20061889,45576312,MEDIS_DIAGKNR_S,C41.9|骨悪性線維性組織球腫,76914,SNOMED,1990-05-01,2099-12-31,
20061890,45592393,MEDIS_DIAGKNR_S,Q78.9|骨異栄養症,4023985,SNOMED,1990-05-01,2099-12-31,
20061891,45537091,MEDIS_DIAGKNR_S,T86.8|骨移植拒絶反応,201461,SNOMED,1990-05-01,2099-12-31,
20061892,45537091,MEDIS_DIAGKNR_S,T86.8|骨移植不全,201461,SNOMED,1990-05-01,2099-12-31,
20061893,42619179,MEDIS_DIAGKNR_S,M89.89|骨萎縮,75909,SNOMED,2016-12-01,2099-12-31,
20061894,42619023,MEDIS_DIAGKNR_S,M86.99|骨炎,141663,SNOMED,2016-12-01,2099-12-31,
20061895,42618023,MEDIS_DIAGKNR_S,M61.59|骨化性筋炎,4196401,SNOMED,2016-12-01,2099-12-31,
20061896,45552334,MEDIS_DIAGKNR_S,D16.9|骨芽細胞腫,74606,SNOMED,1990-05-01,2099-12-31,
20061897,42619083,MEDIS_DIAGKNR_S,M87.99|骨壊死,4287786,SNOMED,2016-12-01,2099-12-31,
20061898,42618879,MEDIS_DIAGKNR_S,M85.19|骨格フッ素沈着症,4344381,SNOMED,2016-12-01,2099-12-31,
20061899,42619023,MEDIS_DIAGKNR_S,M86.99|骨幹炎,141663,SNOMED,2016-12-01,2099-12-31,
20061900,45568091,MEDIS_DIAGKNR_S,Q78.5|骨幹端異形成症,4101118,SNOMED,1990-05-01,2099-12-31,
20061903,45597156,MEDIS_DIAGKNR_S,Q78.6|骨幹病的組織結合,4113600,SNOMED,1990-05-01,2099-12-31,
20061910,45597155,MEDIS_DIAGKNR_S,Q78.0|骨形成不全症,78257,SNOMED,1990-05-01,2099-12-31,
20061911,45605194,MEDIS_DIAGKNR_S,A18.0|骨結核,438673,SNOMED,1990-05-01,2099-12-31,
20061911,42619198,MEDIS_DIAGKNR_S,M90.09|骨結核,80626,SNOMED,2016-12-01,2099-12-31,
20061912,45576312,MEDIS_DIAGKNR_S,C41.9|骨原性肉腫,76914,SNOMED,1990-05-01,2099-12-31,
20061914,42619179,MEDIS_DIAGKNR_S,M89.89|骨拘縮,75909,SNOMED,2016-12-01,2099-12-31,
20061915,45606773,MEDIS_DIAGKNR_S,Q78.2|骨硬化症,81403,SNOMED,1990-05-01,2099-12-31,
20061916,45552334,MEDIS_DIAGKNR_S,D16.9|骨腫,74606,SNOMED,1990-05-01,2099-12-31,
20061917,45586112,MEDIS_DIAGKNR_S,D48.0|骨腫瘍,36716624,SNOMED,1990-05-01,2099-12-31,
20061918,42619189,MEDIS_DIAGKNR_S,M89.99|骨腫瘤,75909,SNOMED,2016-12-01,2099-12-31,
20061919,42619023,MEDIS_DIAGKNR_S,M86.99|骨周囲炎,141663,SNOMED,2016-12-01,2099-12-31,
20061922,45557083,MEDIS_DIAGKNR_S,D46.9|骨髄異形成症候群,138994,SNOMED,1990-05-01,2099-12-31,
20061924,45580470,MEDIS_DIAGKNR_S,T86.0|骨髄移植拒絶反応,4125659,SNOMED,1990-05-01,2099-12-31,
20061925,42619023,MEDIS_DIAGKNR_S,M86.99|骨髄炎,141663,SNOMED,2016-12-01,2099-12-31,
20061926,42619004,MEDIS_DIAGKNR_S,M86.69|骨髄炎後遺症,137964,SNOMED,2016-12-01,2099-12-31,
20061927,45547607,MEDIS_DIAGKNR_S,D61.9|骨髄機能低下,137829,SNOMED,1990-05-01,2099-12-31,
20061933,45600592,MEDIS_DIAGKNR_S,D36.1|骨髄神経線維腫,373432,SNOMED,1990-05-01,2099-12-31,
20061934,45537876,MEDIS_DIAGKNR_S,C92.3|骨髄性肉腫,140967,SNOMED,1990-05-01,2099-12-31,
20061935,45561878,MEDIS_DIAGKNR_S,C92.9|骨髄性白血病,140666,SNOMED,1990-05-01,2099-12-31,
20061936,45561931,MEDIS_DIAGKNR_S,D72.8|骨髄性類白血病反応,434008,SNOMED,1990-05-01,2099-12-31,
20061937,42619338,MEDIS_DIAGKNR_S,D47.4|骨髄線維症,140064,SNOMED,2016-12-01,2099-12-31,
20061939,45600598,MEDIS_DIAGKNR_S,D47.1|骨髄増殖性疾患,4304484,SNOMED,1990-05-01,2099-12-31,
20061940,45605333,MEDIS_DIAGKNR_S,C93.1|骨髄単球性白血病,4133599,SNOMED,1990-05-01,2099-12-31,
20061941,45547607,MEDIS_DIAGKNR_S,D61.9|骨髄低形成,137829,SNOMED,1990-05-01,2099-12-31,
20061942,45537930,MEDIS_DIAGKNR_S,D69.4|骨髄低形成血小板減少症,441264,SNOMED,1990-05-01,2099-12-31,
20061943,42619013,MEDIS_DIAGKNR_S,M86.89|骨髄肉芽腫,141663,SNOMED,2016-12-01,2099-12-31,
20061944,42617520,MEDIS_DIAGKNR_S,M43.62|骨性斜頚,80497,SNOMED,2016-12-01,2099-12-31,
20061944,42617520,MEDIS_DIAGKNR_S,M43.62|骨性斜頚,440814,SNOMED,2016-12-01,2099-12-31,
20061945,45582381,MEDIS_DIAGKNR_S,M99.3|骨性神経管狭窄症,4069651,SNOMED,1990-05-01,2099-12-31,
20061946,45562996,MEDIS_DIAGKNR_S,M99.6|骨性椎間孔狭窄症,4069653,SNOMED,1990-05-01,2099-12-31,
20061949,45755885,MEDIS_DIAGKNR_S,T14.20|骨折,4307254,SNOMED,1990-05-01,2099-12-31,
20061951,42618819,MEDIS_DIAGKNR_S,M84.29|骨折の癒合遅延,40305987,SNOMED,2016-12-01,2099-12-31,
20061953,45556312,MEDIS_DIAGKNR_S,T94.1|骨折後遺症,435119,SNOMED,1990-05-01,2099-12-31,
20061955,45552334,MEDIS_DIAGKNR_S,D16.9|骨線維腫,74606,SNOMED,1990-05-01,2099-12-31,
20061956,45576312,MEDIS_DIAGKNR_S,C41.9|骨線維肉腫,76914,SNOMED,1990-05-01,2099-12-31,
20061958,42618685,MEDIS_DIAGKNR_S,M81.99|骨粗鬆症,80502,SNOMED,2016-12-01,2099-12-31,
20061960,42619424,MEDIS_DIAGKNR_S,M85.89|骨増殖症,75909,SNOMED,2016-12-01,2099-12-31,
20061963,45556949,MEDIS_DIAGKNR_S,B67.2|骨単包条虫感染症,4093485,SNOMED,1990-05-01,2099-12-31,
20061963,42619217,MEDIS_DIAGKNR_S,M90.29|骨単包条虫感染症,75909,SNOMED,2016-12-01,2099-12-31,
20061966,42619122,MEDIS_DIAGKNR_S,M89.19|骨端線成長停止,4285304,SNOMED,2016-12-01,2099-12-31,
20061967,42619179,MEDIS_DIAGKNR_S,M89.89|骨痛,75909,SNOMED,2016-12-01,2099-12-31,
20061974,45582222,MEDIS_DIAGKNR_S,M67.4|骨内ガングリオン,40481632,SNOMED,1990-05-01,2099-12-31,
20061975,42619189,MEDIS_DIAGKNR_S,M89.99|骨内異物残留,75909,SNOMED,2016-12-01,2099-12-31,
20061976,42618790,MEDIS_DIAGKNR_S,M83.99|骨軟化症,432594,SNOMED,2016-12-01,2099-12-31,
20061978,45552334,MEDIS_DIAGKNR_S,D16.9|骨軟骨腫,74606,SNOMED,1990-05-01,2099-12-31,
20061979,45596827,MEDIS_DIAGKNR_S,M93.9|骨軟骨症,75354,SNOMED,1990-05-01,2099-12-31,
20061980,45576312,MEDIS_DIAGKNR_S,C41.9|骨肉腫,76914,SNOMED,1990-05-01,2099-12-31,
20061983,45532843,MEDIS_DIAGKNR_S,A52.7|骨梅毒,435739,SNOMED,1990-05-01,2099-12-31,
20061983,42619217,MEDIS_DIAGKNR_S,M90.29|骨梅毒,75909,SNOMED,2016-12-01,2099-12-31,
20061985,45534412,MEDIS_DIAGKNR_S,Q78.8|骨斑紋症,4023985,SNOMED,1990-05-01,2099-12-31,
20061986,45601703,MEDIS_DIAGKNR_S,M95.5|骨盤の後天性変形,37162980,SNOMED,1990-05-01,2099-12-31,
20061989,45563701,MEDIS_DIAGKNR_S,S33.7|骨盤ストレイン,4094343,SNOMED,1990-05-01,2099-12-31,
20061990,45533597,MEDIS_DIAGKNR_S,K45.8|骨盤ヘルニア,199860,SNOMED,1990-05-01,2099-12-31,
20061991,45582486,MEDIS_DIAGKNR_S,O32.1|骨盤位,74104,SNOMED,1990-05-01,2099-12-31,
20061991,45582486,MEDIS_DIAGKNR_S,O32.1|骨盤位,4198040,SNOMED,1990-05-01,2099-12-31,
20061992,45582486,MEDIS_DIAGKNR_S,O32.1|骨盤位のための母体管理,74104,SNOMED,1990-05-01,2099-12-31,
20061992,45582486,MEDIS_DIAGKNR_S,O32.1|骨盤位のための母体管理,4198040,SNOMED,1990-05-01,2099-12-31,
20061995,45563272,MEDIS_DIAGKNR_S,Q74.2|骨盤異常,193863,SNOMED,1990-05-01,2099-12-31,
20061996,42619019,MEDIS_DIAGKNR_S,M86.95|骨盤化膿性骨髄炎,141663,SNOMED,2016-12-01,2099-12-31,
20061997,45605194,MEDIS_DIAGKNR_S,A18.0|骨盤結核,438673,SNOMED,1990-05-01,2099-12-31,
20061997,42619194,MEDIS_DIAGKNR_S,M90.05|骨盤結核,606230,SNOMED,2016-12-01,2099-12-31,
20061998,45553450,MEDIS_DIAGKNR_S,N73.2|骨盤結合織炎,199067,SNOMED,1990-05-01,2099-12-31,
20061999,45551565,MEDIS_DIAGKNR_S,T91.8|骨盤血管損傷後遺症,4110914,SNOMED,1990-05-01,2099-12-31,
20062001,45755689,MEDIS_DIAGKNR_S,S32.80|骨盤骨折,4013613,SNOMED,1990-05-01,2099-12-31,
20062001,45755689,MEDIS_DIAGKNR_S,S32.80|骨盤骨折,4307254,SNOMED,1990-05-01,2099-12-31,
20062002,45606506,MEDIS_DIAGKNR_S,N80.3|骨盤子宮内膜症,197033,SNOMED,1990-05-01,2099-12-31,
20062003,45575538,MEDIS_DIAGKNR_S,T81.4|骨盤死腔炎,36712821,SNOMED,1990-05-01,2099-12-31,
20062004,45586114,MEDIS_DIAGKNR_S,D48.7|骨盤腫瘍,432582,SNOMED,1990-05-01,2099-12-31,
20062005,45553509,MEDIS_DIAGKNR_S,O33.3|骨盤出口狭窄,74422,SNOMED,1990-05-01,2099-12-31,
20062006,45539288,MEDIS_DIAGKNR_S,Q63.2|骨盤腎,4040640,SNOMED,1990-05-01,2099-12-31,
20062007,45586648,MEDIS_DIAGKNR_S,I86.2|骨盤静脈瘤,197311,SNOMED,1990-05-01,2099-12-31,
20062013,45551565,MEDIS_DIAGKNR_S,T91.8|骨盤帯末梢神経損傷後遺症,4110914,SNOMED,1990-05-01,2099-12-31,
20062014,45548947,MEDIS_DIAGKNR_S,R10.2|骨盤痛,4168216,SNOMED,1990-05-01,2099-12-31,
20062017,45553452,MEDIS_DIAGKNR_S,N73.9|骨盤内炎症性疾患,199067,SNOMED,1990-05-01,2099-12-31,
20062020,45544132,MEDIS_DIAGKNR_S,R19.0|骨盤内腫瘤,36685971,SNOMED,1990-05-01,2099-12-31,
20062020,45544132,MEDIS_DIAGKNR_S,R19.0|骨盤内腫瘤,40354893,SNOMED,1990-05-01,2099-12-31,
20062022,45543957,MEDIS_DIAGKNR_S,O33.2|骨盤入口狭窄,78217,SNOMED,1990-05-01,2099-12-31,
20062023,45563701,MEDIS_DIAGKNR_S,S33.7|骨盤捻挫,4094343,SNOMED,1990-05-01,2099-12-31,
20062025,45600582,MEDIS_DIAGKNR_S,D16.8|骨盤部骨腫,75206,SNOMED,1990-05-01,2099-12-31,
20062026,45549279,MEDIS_DIAGKNR_S,S30.0|骨盤部挫傷,73089,SNOMED,1990-05-01,2099-12-31,
20062027,45571534,MEDIS_DIAGKNR_S,C76.3|骨盤部神経芽腫,198988,SNOMED,1990-05-01,2099-12-31,
20062028,45549279,MEDIS_DIAGKNR_S,S30.0|骨盤部打撲傷,73089,SNOMED,1990-05-01,2099-12-31,
20062030,45607128,MEDIS_DIAGKNR_S,S31.0|骨盤部裂創,4022202,SNOMED,1990-05-01,2099-12-31,
20062033,45567859,MEDIS_DIAGKNR_S,N73.5|骨盤腹膜炎,37312675,SNOMED,1990-05-01,2099-12-31,
20062035,45577589,MEDIS_DIAGKNR_S,O33.0|骨盤変形,79890,SNOMED,1990-05-01,2099-12-31,
20062036,42619141,MEDIS_DIAGKNR_S,M89.39|骨肥大症,4069318,SNOMED,2016-12-01,2099-12-31,
20062038,42619023,MEDIS_DIAGKNR_S,M86.99|骨膜のう炎,141663,SNOMED,2016-12-01,2099-12-31,
20062039,42619023,MEDIS_DIAGKNR_S,M86.99|骨膜炎,141663,SNOMED,2016-12-01,2099-12-31,
20062040,42619023,MEDIS_DIAGKNR_S,M86.99|骨膜下膿瘍,141663,SNOMED,2016-12-01,2099-12-31,
20062041,42619013,MEDIS_DIAGKNR_S,M86.89|骨膜骨髄炎,141663,SNOMED,2016-12-01,2099-12-31,
20062043,45548637,MEDIS_DIAGKNR_S,M96.0|骨癒合術後偽関節,4069320,SNOMED,1990-05-01,2099-12-31,
20062044,42618809,MEDIS_DIAGKNR_S,M84.19|骨癒合不全症,73574,SNOMED,2016-12-01,2099-12-31,
20062045,42619160,MEDIS_DIAGKNR_S,M89.59|骨溶解症,78308,SNOMED,2016-12-01,2099-12-31,
20062046,42617277,MEDIS_DIAGKNR_S,M25.79|骨棘,45757591,SNOMED,2016-12-01,2099-12-31,
20062047,42619023,MEDIS_DIAGKNR_S,M86.99|骨顆炎,141663,SNOMED,2016-12-01,2099-12-31,
20062048,45558463,MEDIS_DIAGKNR_S,R40.2|昏睡,380834,SNOMED,1990-05-01,2099-12-31,
20062051,45541246,MEDIS_DIAGKNR_S,T14.0|昆虫刺傷,4053584,SNOMED,1990-05-01,2099-12-31,
20062052,45560949,MEDIS_DIAGKNR_S,T63.4|昆虫毒,441191,SNOMED,1990-05-01,2099-12-31,
20062054,45567287,MEDIS_DIAGKNR_S,K04.9|根管異常,435570,SNOMED,1990-05-01,2099-12-31,
20062055,45567287,MEDIS_DIAGKNR_S,K04.9|根管狭窄,435570,SNOMED,1990-05-01,2099-12-31,
20062056,45567287,MEDIS_DIAGKNR_S,K04.9|根管穿孔,435570,SNOMED,1990-05-01,2099-12-31,
20062057,45546685,MEDIS_DIAGKNR_S,T81.5|根管内異物,442018,SNOMED,1990-05-01,2099-12-31,
20062058,45586690,MEDIS_DIAGKNR_S,K02.8|根充済み,133228,SNOMED,1990-05-01,2099-12-31,
20062059,45553205,MEDIS_DIAGKNR_S,M54.46|根性腰痛症,4001450,SNOMED,1990-05-01,2099-12-31,
20062060,45591189,MEDIS_DIAGKNR_S,G57.0|根性坐骨神経症,372888,SNOMED,1990-05-01,2099-12-31,
20062066,45543288,MEDIS_DIAGKNR_S,K04.8|根尖周囲のう胞,138181,SNOMED,1990-05-01,2099-12-31,
20062068,45586692,MEDIS_DIAGKNR_S,K04.7|根尖周囲膿瘍,4025325,SNOMED,1990-05-01,2099-12-31,
20062069,45586691,MEDIS_DIAGKNR_S,K04.5|根尖性歯周炎,37397422,SNOMED,1990-05-01,2099-12-31,
20062072,45586691,MEDIS_DIAGKNR_S,K04.5|根尖肉芽腫,37397422,SNOMED,1990-05-01,2099-12-31,
20062074,45586692,MEDIS_DIAGKNR_S,K04.7|根尖膿瘍,4025325,SNOMED,1990-05-01,2099-12-31,
20062076,45562483,MEDIS_DIAGKNR_S,K09.0|根側歯周のう胞,4122221,SNOMED,1990-05-01,2099-12-31,
20062078,45572187,MEDIS_DIAGKNR_S,K05.2|根側歯周膿瘍,4240538,SNOMED,1990-05-01,2099-12-31,
20062079,45596295,MEDIS_DIAGKNR_S,K05.5|根分岐部病変,134398,SNOMED,1990-05-01,2099-12-31,
20062080,45585976,MEDIS_DIAGKNR_S,B85.4|混合型しらみ寄生症,4148108,SNOMED,1990-05-01,2099-12-31,
20062081,45755343,MEDIS_DIAGKNR_S,C83.2|混合型びまん性リンパ腫,4094544,SNOMED,1990-05-01,2009-12-31,D
20062082,45561937,MEDIS_DIAGKNR_S,D89.1|混合型クリオグロブリン血症,4149583,SNOMED,1990-05-01,2099-12-31,
20062083,45538546,MEDIS_DIAGKNR_S,K74.6|混合型肝硬変,4064161,SNOMED,1990-05-01,2099-12-31,
20062086,45581383,MEDIS_DIAGKNR_S,E78.2|混合型高脂質血症,438720,SNOMED,1990-05-01,2099-12-31,
20062087,45547666,MEDIS_DIAGKNR_S,E87.4|混合型酸塩基平衡障害,441536,SNOMED,1990-05-01,2099-12-31,
20062088,45533005,MEDIS_DIAGKNR_S,E00.2|混合型先天性ヨード欠乏症候群,4130026,SNOMED,1990-05-01,2099-12-31,
20062089,45572957,MEDIS_DIAGKNR_S,Q26.2|混合型総肺静脈還流異常症,432432,SNOMED,1990-05-01,2099-12-31,
20062092,45533168,MEDIS_DIAGKNR_S,G80.8|混合型脳性麻痺症候群,4134120,SNOMED,1990-05-01,2099-12-31,
20062093,45600572,MEDIS_DIAGKNR_S,C95.0|混合型白血病,138708,SNOMED,1990-05-01,2099-12-31,
20062095,45547897,MEDIS_DIAGKNR_S,H40.8|混合型緑内障,437541,SNOMED,1990-05-01,2099-12-31,
20062096,45548118,MEDIS_DIAGKNR_S,J45.8|混合型喘息,4110051,SNOMED,1990-05-01,2099-12-31,
20062097,45566622,MEDIS_DIAGKNR_S,C81.2|混合細胞型ホジキン病,4038843,SNOMED,1990-05-01,2099-12-31,
20062098,45581308,MEDIS_DIAGKNR_S,D36.9|混合腫瘍,435506,SNOMED,1990-05-01,2099-12-31,
20062100,45533101,MEDIS_DIAGKNR_S,F38.0|混合性感情エピソード,444100,SNOMED,1990-05-01,2099-12-31,
20062101,45553172,MEDIS_DIAGKNR_S,M35.1|混合性結合組織病,4079978,SNOMED,1990-05-01,2099-12-31,
20062102,45581386,MEDIS_DIAGKNR_S,E86|混合性脱水,37311320,SNOMED,1990-05-01,2099-12-31,
20062103,45547741,MEDIS_DIAGKNR_S,G44.8|混合性頭痛,375527,SNOMED,1990-05-01,2099-12-31,
20062104,45595922,MEDIS_DIAGKNR_S,F83|混合性特異的発達障害,40481800,SNOMED,1990-05-01,2099-12-31,
20062105,45572068,MEDIS_DIAGKNR_S,H90.8|混合性難聴,379832,SNOMED,1990-05-01,2099-12-31,
20062107,45566845,MEDIS_DIAGKNR_S,F41.2|混合性不安抑うつ障害,4338031,SNOMED,1990-05-01,2099-12-31,
20062109,45585974,MEDIS_DIAGKNR_S,B81.4|混合腸蠕虫症,194873,SNOMED,1990-05-01,2099-12-31,
20062110,45547934,MEDIS_DIAGKNR_S,H52.2|混合乱視,378424,SNOMED,1990-05-01,2099-12-31,
20062111,45533352,MEDIS_DIAGKNR_S,H52.1|混性近視,379805,SNOMED,1990-05-01,2099-12-31,
20062113,45573040,MEDIS_DIAGKNR_S,R82.9|混濁尿,4009585,SNOMED,1990-05-01,2099-12-31,
20062114,45539263,MEDIS_DIAGKNR_S,Q11.2|痕跡眼,376512,SNOMED,1990-05-01,2099-12-31,
20062115,45597131,MEDIS_DIAGKNR_S,Q51.8|痕跡子宮,4243365,SNOMED,1990-05-01,2099-12-31,
20062116,45544115,MEDIS_DIAGKNR_S,Q74.1|痕跡膝蓋骨,73872,SNOMED,1990-05-01,2099-12-31,
20062117,45597188,MEDIS_DIAGKNR_S,R48.1|左右識別不能症,4173136,SNOMED,1990-05-01,2099-12-31,
20062118,45586583,MEDIS_DIAGKNR_S,I44.7|左脚ブロック,316998,SNOMED,1990-05-01,2099-12-31,
20062119,45533452,MEDIS_DIAGKNR_S,I44.6|左脚ヘミブロック,313791,SNOMED,1990-05-01,2099-12-31,
20062120,45567176,MEDIS_DIAGKNR_S,I44.5|左脚後枝ブロック,4268046,SNOMED,1990-05-01,2099-12-31,
20062121,45601035,MEDIS_DIAGKNR_S,I44.4|左脚前枝ブロック,4295336,SNOMED,1990-05-01,2099-12-31,
20062122,45592367,MEDIS_DIAGKNR_S,Q24.1|左胸心,4007736,SNOMED,1990-05-01,2099-12-31,
20062124,45548887,MEDIS_DIAGKNR_S,Q20.4|左室型単心室症,4102833,SNOMED,1990-05-01,2099-12-31,
20062126,45567182,MEDIS_DIAGKNR_S,I51.7|左室肥大,314658,SNOMED,1990-05-01,2099-12-31,
20062127,45543181,MEDIS_DIAGKNR_S,I50.1|左室不全,439846,SNOMED,1990-05-01,2099-12-31,
20062128,45587452,MEDIS_DIAGKNR_S,Q26.1|左上大静脈遺残,4301483,SNOMED,1990-05-01,2099-12-31,
20062130,45561894,MEDIS_DIAGKNR_S,D15.1|左心室粘液腫,317814,SNOMED,1990-05-01,2099-12-31,
