source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
"Uncertain diagnosis",0,"UNCERTAIN_DIAGNOSIS","疑い病名",4084122,"SNOMED",2002-01-31,2099-12-31,""
