source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
AT3L,45561773,MEDIS_DIAGEXC_S,B94.1|日本脳炎後遺症,434866,SNOMED,1990-05-01,2099-12-31,
AT50,45563349,MEDIS_DIAGEXC_S,S00.8|顔面皮下血腫,4086195,SNOMED,1990-05-01,2099-12-31,
AT5S,45603774,MEDIS_DIAGEXC_S,S86.0|アキレス腱挫創,42536845,SNOMED,1990-05-01,2099-12-31,
AT66,45570736,MEDIS_DIAGEXC_S,T84.0|人工骨頭移動,434822,SNOMED,1990-05-01,2099-12-31,
AT69,45606737,MEDIS_DIAGEXC_S,Q37.5|片側性唇硬軟口蓋裂,46269852,SNOMED,1990-05-01,2099-12-31,
AT7T,45558463,MEDIS_DIAGEXC_S,R40.2|遷延性昏睡,380834,SNOMED,1990-05-01,2099-12-31,
AT89,42617280,MEDIS_DIAGEXC_S,M25.82|陳旧性肘関節内側側副靱帯損傷,73553,SNOMED,2016-12-01,2099-12-31,
AT89,42617280,MEDIS_DIAGEXC_S,M25.82|陳旧性肘関節内側側副靱帯損傷,76191,SNOMED,2016-12-01,2099-12-31,
AT8H,45548148,MEDIS_DIAGEXC_S,K14.0|慢性舌炎,436147,SNOMED,1990-05-01,2099-12-31,
AT90,45549037,MEDIS_DIAGEXC_S,S02.5|外傷性歯の破折,4264073,SNOMED,1990-05-01,2099-12-31,
AT93,45594980,MEDIS_DIAGEXC_S,T88.8|不要鉤,440005,SNOMED,1990-05-01,2099-12-31,
AT94,45602323,MEDIS_DIAGEXC_S,S31.1|鼡径部開放創,4051140,SNOMED,1990-05-01,2099-12-31,
AT9J,45601540,MEDIS_DIAGEXC_S,M76.56|大腿四頭筋腱炎,433000,SNOMED,1990-05-01,2099-12-31,
ATA5,45544151,MEDIS_DIAGEXC_S,R52.9|皮膚疼痛症,4329041,SNOMED,1990-05-01,2099-12-31,
ATAB,45600521,MEDIS_DIAGEXC_S,C71.2|側頭葉退形成性星細胞腫,433976,SNOMED,1990-05-01,2099-12-31,
ATAV,45601965,MEDIS_DIAGEXC_S,Q50.3|線状卵巣,198853,SNOMED,1990-05-01,2099-12-31,
ATB9,45587393,MEDIS_DIAGEXC_S,O90.5|分娩後甲状腺炎,4199437,SNOMED,1990-05-01,2099-12-31,
ATBA,45553744,MEDIS_DIAGEXC_S,R73.0|境界型糖尿病,4214376,SNOMED,1990-05-01,2099-12-31,
ATBG,45576846,MEDIS_DIAGEXC_S,H83.0|前庭炎,74052,SNOMED,1990-05-01,2099-12-31,
ATBK,45586113,MEDIS_DIAGEXC_S,D48.5|頚部隆起性皮膚線維肉腫,135777,SNOMED,1990-05-01,2099-12-31,
ATC9,45573040,MEDIS_DIAGEXC_S,R82.9|コレステロール尿症,4009585,SNOMED,1990-05-01,2099-12-31,
ATD9,45755832,MEDIS_DIAGEXC_S,S82.20|脛骨腓骨骨折,436252,SNOMED,1990-05-01,2099-12-31,
ATDK,45553726,MEDIS_DIAGEXC_S,R31|アレルギー性血尿,437038,SNOMED,1990-05-01,2099-12-31,
ATEE,45606639,MEDIS_DIAGEXC_S,O64.0|高在縦定位,45772074,SNOMED,1990-05-01,2099-12-31,
ATEL,45605808,MEDIS_DIAGEXC_S,I63.5|後大脳動脈狭窄による脳梗塞,443454,SNOMED,1990-05-01,2099-12-31,
ATEU,45562549,MEDIS_DIAGEXC_S,L81.0|耳介外傷性色素沈着,4033848,SNOMED,1990-05-01,2099-12-31,
ATH0,45566620,MEDIS_DIAGEXC_S,C80.9|悪性腫瘍,432851,SNOMED,2010-01-01,2099-12-31,
ATH6,45533528,MEDIS_DIAGEXC_S,I86.8|大腸静脈瘤,312349,SNOMED,1990-05-01,2099-12-31,
ATJ3,45562115,MEDIS_DIAGEXC_S,G99.2|腰部椎間板症性脊髄症,140708,SNOMED,1990-05-01,2099-12-31,
ATJ3,45582168,MEDIS_DIAGEXC_S,M51.0|腰部椎間板症性脊髄症,78832,SNOMED,1990-05-01,2099-12-31,
ATJS,45552968,MEDIS_DIAGEXC_S,L02.8|耳前部膿瘍,200174,SNOMED,1990-05-01,2099-12-31,
ATK7,45575538,MEDIS_DIAGEXC_S,T81.4|虫垂炎術後残膿瘍,36712821,SNOMED,1990-05-01,2099-12-31,
ATM1,45585937,MEDIS_DIAGEXC_S,A93.0|オロプーシェウイルス病,4217969,SNOMED,1990-05-01,2099-12-31,
ATM5,45595896,MEDIS_DIAGEXC_S,F20.3|型分類困難な統合失調症,4008566,SNOMED,1990-05-01,2099-12-31,
ATM8,45532816,MEDIS_DIAGEXC_S,A17.8|脳結核腫,374267,SNOMED,1990-05-01,2099-12-31,
ATM8,45605528,MEDIS_DIAGEXC_S,G07|脳結核腫,4190307,SNOMED,1990-05-01,2099-12-31,
ATN4,45547432,MEDIS_DIAGEXC_S,A81.8|ゲルストマン・シュトロイスラー・シャインカー症候群,381783,SNOMED,1990-05-01,2099-12-31,
ATN8,45591166,MEDIS_DIAGEXC_S,G31.0|進行性非流暢性失語症,4007951,SNOMED,1990-05-01,2099-12-31,
ATNN,45601982,MEDIS_DIAGEXC_S,Q76.4|急峻腰仙角,81670,SNOMED,1990-05-01,2099-12-31,
ATP8,45566671,MEDIS_DIAGEXC_S,D22.1|上眼瞼青色母斑,4031757,SNOMED,1990-05-01,2099-12-31,
ATPD,45566703,MEDIS_DIAGEXC_S,D59.1|自己免疫性溶血性貧血,441269,SNOMED,1990-05-01,2099-12-31,
ATQ3,45538391,MEDIS_DIAGEXC_S,I60.8|髄膜出血,4148906,SNOMED,1990-05-01,2099-12-31,
ATRE,45537798,MEDIS_DIAGEXC_S,C31.0|上顎洞悪性黒色腫,137800,SNOMED,1990-05-01,2099-12-31,
ATRN,45572011,MEDIS_DIAGEXC_S,H51.0|水平性注視麻痺,377566,SNOMED,1990-05-01,2099-12-31,
ATSC,45586089,MEDIS_DIAGEXC_S,D18.0|多発性海綿状血管腫,441818,SNOMED,1990-05-01,2099-12-31,
ATT6,45533028,MEDIS_DIAGEXC_S,E28.2|多のう胞性卵巣症候群,40443308,SNOMED,1990-05-01,2099-12-31,
ATTA,45542688,MEDIS_DIAGEXC_S,D22.5|背部母斑細胞母斑,4033837,SNOMED,1990-05-01,2099-12-31,
ATTM,42616528,MEDIS_DIAGEXC_S,M05.00|フェルティー症候群,81097,SNOMED,2016-12-01,2099-12-31,
ATUC,42616637,MEDIS_DIAGEXC_S,M06.83|関節リウマチ・手関節・合併症なし,80809,SNOMED,2016-12-01,2099-12-31,
ATUC,42616637,MEDIS_DIAGEXC_S,M06.83|関節リウマチ・手関節・合併症なし,136779,SNOMED,2016-12-01,2099-12-31,
ATVU,45557623,MEDIS_DIAGEXC_S,J35.8|扁桃潰瘍,432347,SNOMED,1990-05-01,2099-12-31,
AU03,45532979,MEDIS_DIAGEXC_S,D24|乳腺線維腫,72576,SNOMED,1990-05-01,2099-12-31,
AU1S,45596893,MEDIS_DIAGEXC_S,N99.8|残留卵巣症候群,442019,SNOMED,1990-05-01,2099-12-31,
AU1S,45596893,MEDIS_DIAGEXC_S,N99.8|残留卵巣症候群,4171379,SNOMED,1990-05-01,2099-12-31,
AU1U,45573033,MEDIS_DIAGEXC_S,R58|実質性臓器出血,437312,SNOMED,1990-05-01,2099-12-31,
AU3G,45604505,MEDIS_DIAGEXC_S,T75.1|溺水,439973,SNOMED,1990-05-01,2099-12-31,
AU4F,45606488,MEDIS_DIAGEXC_S,N30.9|出血性膀胱炎,195588,SNOMED,1990-05-01,2099-12-31,
AU5S,45590976,MEDIS_DIAGEXC_S,D04.9|ボーエン病,138996,SNOMED,1990-05-01,2099-12-31,
AU63,45566861,MEDIS_DIAGEXC_S,G08|脳静脈洞血栓症,4045733,SNOMED,1990-05-01,2099-12-31,
AU72,45547631,MEDIS_DIAGEXC_S,E13.2|肝性糖尿病・腎合併症あり,192279,SNOMED,1990-05-01,2099-12-31,
AU72,45547631,MEDIS_DIAGEXC_S,E13.2|肝性糖尿病・腎合併症あり,201820,SNOMED,1990-05-01,2099-12-31,
AU81,45547410,MEDIS_DIAGEXC_S,A50.0|早期顕性先天梅毒,434570,SNOMED,1990-05-01,2099-12-31,
AU82,45576549,MEDIS_DIAGEXC_S,F45.3|心臓神経痛,4333680,SNOMED,1990-05-01,2099-12-31,
AU8K,45755788,MEDIS_DIAGEXC_S,S06.81|開放性外傷性脳室内出血,437409,SNOMED,1990-05-01,2099-12-31,
AU9H,45543263,MEDIS_DIAGEXC_S,J34.0|鼻せつ,36686082,SNOMED,1990-05-01,2099-12-31,
AU9L,45606683,MEDIS_DIAGEXC_S,P00.8|新生児ループス,43530894,SNOMED,1990-05-01,2099-12-31,
AUA0,45538391,MEDIS_DIAGEXC_S,I60.8|脳動静脈奇形破裂によるくも膜下出血,4148906,SNOMED,1990-05-01,2099-12-31,
AUB1,45592355,MEDIS_DIAGEXC_S,Q04.3|無脳回症,377085,SNOMED,1990-05-01,2099-12-31,
AUB6,45552883,MEDIS_DIAGEXC_S,J20.7|エコーウイルス気管支炎,4110485,SNOMED,1990-05-01,2099-12-31,
AUBJ,45534359,MEDIS_DIAGEXC_S,P83.6|新生児臍ポリープ,4079860,SNOMED,1990-05-01,2099-12-31,
AUCV,45586740,MEDIS_DIAGEXC_S,K83.8|胆管潰瘍,197917,SNOMED,1990-05-01,2099-12-31,
AUD2,45548752,MEDIS_DIAGEXC_S,O34.1|子宮腫瘍のための母体管理,196758,SNOMED,1990-05-01,2099-12-31,
AUD4,45576980,MEDIS_DIAGEXC_S,K13.0|接触性口唇炎,135858,SNOMED,1990-05-01,2099-12-31,
AUDS,45557666,MEDIS_DIAGEXC_S,K65.8|慢性腹膜炎,196152,SNOMED,1990-05-01,2099-12-31,
AUEL,45560949,MEDIS_DIAGEXC_S,T63.4|四肢虫刺症,441191,SNOMED,1990-05-01,2099-12-31,
AUEN,45577552,MEDIS_DIAGEXC_S,O08.1|流産後ＤＩＣ,37167443,SNOMED,1990-05-01,2099-12-31,
AUF7,45562369,MEDIS_DIAGEXC_S,I65.1|脳底動脈先端塞栓症,442263,SNOMED,1990-05-01,2099-12-31,
AUGC,42618585,MEDIS_DIAGEXC_S,M80.85|老年性骨粗鬆症・大腿部病的骨折あり,40480160,SNOMED,2016-12-01,2099-12-31,
AUGJ,42618548,MEDIS_DIAGEXC_S,M80.28|廃用性骨粗鬆症・肋骨病的骨折あり,1245006,SNOMED,2016-12-01,2099-12-31,
AUHR,42616538,MEDIS_DIAGEXC_S,M05.10|リウマチ性肺疾患,256197,SNOMED,2016-12-01,2099-12-31,
AUJK,45583544,MEDIS_DIAGEXC_S,S56.1|浅深指屈筋腱断裂,4056714,SNOMED,1990-05-01,2099-12-31,
AUKS,45558471,MEDIS_DIAGEXC_S,R47.1|構音障害,4196636,SNOMED,1990-05-01,2099-12-31,
AULP,45587505,MEDIS_DIAGEXC_S,R29.8|脳機能低下,441840,SNOMED,1990-05-01,2099-12-31,
AUM9,45576968,MEDIS_DIAGEXC_S,K03.1|歯質くさび状欠損,436445,SNOMED,1990-05-01,2099-12-31,
AUNA,42617500,MEDIS_DIAGEXC_S,M43.42|非外傷性環軸関節亜脱臼,4134177,SNOMED,2016-12-01,2099-12-31,
AUNV,45561891,MEDIS_DIAGEXC_S,D10.6|鼻咽腔線維腺腫,432860,SNOMED,1990-05-01,2099-12-31,
AUPN,45596075,MEDIS_DIAGEXC_S,H35.4|網膜周辺部瘢痕,437267,SNOMED,1990-05-01,2099-12-31,
AUQ1,45755778,MEDIS_DIAGEXC_S,S06.31|延髄損傷・頭蓋内に達する開放創合併あり,438590,SNOMED,1990-05-01,2099-12-31,
AUQ1,45755778,MEDIS_DIAGEXC_S,S06.31|延髄損傷・頭蓋内に達する開放創合併あり,4016540,SNOMED,1990-05-01,2099-12-31,
AUQM,45548872,MEDIS_DIAGEXC_S,P61.2|未熟児貧血,432452,SNOMED,1990-05-01,2099-12-31,
AUQV,45582090,MEDIS_DIAGEXC_S,M22.2|膝蓋大腿関節障害,4035422,SNOMED,1990-05-01,2099-12-31,
AURH,45547607,MEDIS_DIAGEXC_S,D61.9|中等症再生不良性貧血,137829,SNOMED,1990-05-01,2099-12-31,
AUSA,42619261,MEDIS_DIAGEXC_S,M90.74|腫瘍性手指病的骨折,45766971,SNOMED,2016-12-01,2099-12-31,
AUSB,45539058,MEDIS_DIAGEXC_S,N64.0|乳頭亀裂,4034227,SNOMED,1990-05-01,2099-12-31,
AUVK,45552418,MEDIS_DIAGEXC_S,E83.1|高鉄血症,434614,SNOMED,1990-05-01,2099-12-31,
AUVN,45592735,MEDIS_DIAGEXC_S,S31.2|包皮切創,4050091,SNOMED,1990-05-01,2099-12-31,
AV11,42618991,MEDIS_DIAGEXC_S,M86.56|慢性血行性脛骨骨髄炎,134141,SNOMED,2016-12-01,2099-12-31,
AV11,42618991,MEDIS_DIAGEXC_S,M86.56|慢性血行性脛骨骨髄炎,36714236,SNOMED,2016-12-01,2099-12-31,
AV2C,45558471,MEDIS_DIAGEXC_S,R47.1|失連句症,4196636,SNOMED,1990-05-01,2099-12-31,
AV3J,45602140,MEDIS_DIAGEXC_S,S09.9|後頭部外傷,375415,SNOMED,1990-05-01,2099-12-31,
AV3M,45563225,MEDIS_DIAGEXC_S,P71.4|新生児性副甲状腺機能低下症,4135213,SNOMED,1990-05-01,2099-12-31,
AV49,45605194,MEDIS_DIAGEXC_S,A18.0|肋骨カリエス,438673,SNOMED,1990-05-01,2099-12-31,
AV49,42619197,MEDIS_DIAGEXC_S,M90.08|肋骨カリエス,80626,SNOMED,2016-12-01,2099-12-31,
AV4C,45552328,MEDIS_DIAGEXC_S,D13.9|胃腸ポリープ,193431,SNOMED,1990-05-01,2099-12-31,
AV6A,45542771,MEDIS_DIAGEXC_S,E78.0|家族性高コレステロール血症・ヘテロ接合体,437827,SNOMED,1990-05-01,2099-12-31,
AV8V,45605959,MEDIS_DIAGEXC_S,K86.3|外傷性膵のう胞,4008556,SNOMED,1990-05-01,2099-12-31,
AV9S,42618450,MEDIS_DIAGEXC_S,M79.19|下肢筋肉痛,442752,SNOMED,2016-12-01,2099-12-31,
AVAK,45538575,MEDIS_DIAGEXC_S,L53.0|滲出性紅斑型中毒疹,4292525,SNOMED,1990-05-01,2099-12-31,
AVB7,45538298,MEDIS_DIAGEXC_S,H44.7|眼内非磁性異物残留,4135964,SNOMED,1990-05-01,2099-12-31,
AVBQ,45596868,MEDIS_DIAGEXC_S,N46|男性不妊症,198197,SNOMED,1990-05-01,2099-12-31,
AVD3,45581613,MEDIS_DIAGEXC_S,H18.7|角膜瘤,374349,SNOMED,1990-05-01,2099-12-31,
AVDU,45557146,MEDIS_DIAGEXC_S,F00.2|混合型認知症,378419,SNOMED,1990-05-01,2099-12-31,
AVFS,45602323,MEDIS_DIAGEXC_S,S31.1|側腹壁開放創,4051140,SNOMED,1990-05-01,2099-12-31,
AVFT,45594768,MEDIS_DIAGEXC_S,T54.3|水酸化カリウム中毒,437473,SNOMED,1990-05-01,2099-12-31,
AVJU,45587507,MEDIS_DIAGEXC_S,R33|尿うっ滞,192450,SNOMED,1990-05-01,2099-12-31,
AVKR,45755699,MEDIS_DIAGEXC_S,S36.40|閉鎖性十二指腸損傷,197136,SNOMED,1990-05-01,2099-12-31,
AVKU,45542683,MEDIS_DIAGEXC_S,D15.2|良性縦隔奇形腫,438105,SNOMED,1990-05-01,2099-12-31,
AVLN,45553417,MEDIS_DIAGEXC_S,M95.0|斜鼻,261116,SNOMED,1990-05-01,2099-12-31,
AVMB,45533108,MEDIS_DIAGEXC_S,F43.2|悲嘆反応,436677,SNOMED,1990-05-01,2099-12-31,
AVMC,45566585,MEDIS_DIAGEXC_S,C43.7|足部悪性黒色腫,4151263,SNOMED,1990-05-01,2099-12-31,
AVMK,45602319,MEDIS_DIAGEXC_S,S30.2|陰茎挫傷,73065,SNOMED,1990-05-01,2099-12-31,
AVMS,45602028,MEDIS_DIAGEXC_S,R43.1|嗅覚過敏,46270715,SNOMED,1990-05-01,2099-12-31,
AVN9,45606767,MEDIS_DIAGEXC_S,Q72.4|大腿近位部分欠損,438552,SNOMED,1990-05-01,2099-12-31,
AVNN,45755602,MEDIS_DIAGEXC_S,O26.0|妊娠中の体重過剰増加,74104,SNOMED,1990-05-01,2099-12-31,
AVP4,45582639,MEDIS_DIAGEXC_S,Q18.0|側頚のう胞,25056,SNOMED,1990-05-01,2099-12-31,
AVP4,45582639,MEDIS_DIAGEXC_S,Q18.0|側頚のう胞,4178668,SNOMED,1990-05-01,2099-12-31,
AVPG,45606639,MEDIS_DIAGEXC_S,O64.0|児頭回旋異常,45772074,SNOMED,1990-05-01,2099-12-31,
AVPU,45561898,MEDIS_DIAGEXC_S,D17.2|足部脂肪腫,4031128,SNOMED,1990-05-01,2099-12-31,
AVQQ,45563167,MEDIS_DIAGEXC_S,O66.2|巨大児による分娩停止,4064437,SNOMED,1990-05-01,2099-12-31,
AVQS,45567355,MEDIS_DIAGEXC_S,L40.8|乾癬性紅皮症,140168,SNOMED,1990-05-01,2099-12-31,
AVQT,45577764,MEDIS_DIAGEXC_S,Q80.8|ケラチン症性魚鱗癬,134743,SNOMED,1990-05-01,2099-12-31,
AVRF,45534412,MEDIS_DIAGEXC_S,Q78.8|骨斑紋症,4023985,SNOMED,1990-05-01,2099-12-31,
AVRN,45581872,MEDIS_DIAGEXC_S,K00.6|萌出異常,4122116,SNOMED,1990-05-01,2099-12-31,
AVRQ,45605345,MEDIS_DIAGEXC_S,D14.3|気管支良性腫瘍,261255,SNOMED,1990-05-01,2099-12-31,
AVSB,45581495,MEDIS_DIAGEXC_S,G44.2|筋収縮性頭痛,376382,SNOMED,1990-05-01,2099-12-31,
AVSF,45571514,MEDIS_DIAGEXC_S,C49.1|手部悪性線維性組織球腫,436357,SNOMED,1990-05-01,2099-12-31,
AVUJ,45557666,MEDIS_DIAGEXC_S,K65.8|硬化性腹膜炎,196152,SNOMED,1990-05-01,2099-12-31,
AVUJ,45561012,MEDIS_DIAGEXC_S,T80.8|硬化性腹膜炎,442019,SNOMED,1990-05-01,2099-12-31,
AVUV,45605601,MEDIS_DIAGEXC_S,H05.1|眼窩炎,433773,SNOMED,1990-05-01,2099-12-31,
AVV7,45552808,MEDIS_DIAGEXC_S,I65.2|頚動脈粥状硬化症,442615,SNOMED,1990-05-01,2099-12-31,
B003,45755801,MEDIS_DIAGEXC_S,S12.90|頚椎棘突起骨折,437993,SNOMED,1990-05-01,2099-12-31,
B00G,45533575,MEDIS_DIAGEXC_S,K10.2|新生児上顎骨骨髄炎,37018293,SNOMED,1990-05-01,2099-12-31,
B016,45562446,MEDIS_DIAGEXC_S,J21.1|ヒトメタニューモウイルス細気管支炎,40482069,SNOMED,2010-01-01,2099-12-31,
B019,45539432,MEDIS_DIAGEXC_S,S04.5|術後顔面神経麻痺,382014,SNOMED,1990-05-01,2099-12-31,
B019,45565812,MEDIS_DIAGEXC_S,T81.2|術後顔面神経麻痺,37116361,SNOMED,1990-05-01,2099-12-31,
B01D,45547726,MEDIS_DIAGEXC_S,G03.2|モラレ髄膜炎,4219348,SNOMED,1990-05-01,2099-12-31,
B01N,45755696,MEDIS_DIAGEXC_S,S36.21|開放性膵臓破裂,4019730,SNOMED,1990-05-01,2099-12-31,
B02A,45602056,MEDIS_DIAGEXC_S,S01.1|前額部創傷,441712,SNOMED,1990-05-01,2099-12-31,
B030,45547464,MEDIS_DIAGEXC_S,B66.4|ウェステルマン肺吸虫症,436039,SNOMED,1990-05-01,2099-12-31,
B032,45565557,MEDIS_DIAGEXC_S,T43.0|三環系抗うつ薬中毒,440270,SNOMED,1990-05-01,2099-12-31,
B03H,45609405,MEDIS_DIAGEXC_S,T95.0|顔面熱傷後遺症,435119,SNOMED,1990-05-01,2099-12-31,
B03P,45534723,MEDIS_DIAGEXC_S,S23.4|胸骨捻挫,4094343,SNOMED,1990-05-01,2099-12-31,
B03P,45534723,MEDIS_DIAGEXC_S,S23.4|胸骨捻挫,4094683,SNOMED,1990-05-01,2099-12-31,
B04B,45554740,MEDIS_DIAGEXC_S,S61.9|手関節部裂創,4216185,SNOMED,1990-05-01,2099-12-31,
B04E,42619080,MEDIS_DIAGEXC_S,M87.96|脛骨内顆骨壊死,72986,SNOMED,2016-12-01,2099-12-31,
B04E,42619080,MEDIS_DIAGEXC_S,M87.96|脛骨内顆骨壊死,4287786,SNOMED,2016-12-01,2099-12-31,
B04Q,45569022,MEDIS_DIAGEXC_S,S56.3|長母指伸筋腱断裂,4057176,SNOMED,1990-05-01,2099-12-31,
B04V,45755861,MEDIS_DIAGEXC_S,S92.50|趾基節骨骨折,434502,SNOMED,1990-05-01,2099-12-31,
B056,45562999,MEDIS_DIAGEXC_S,N04.9|頻回再発型ネフローゼ症候群,195314,SNOMED,1990-05-01,2099-12-31,
B05H,45591158,MEDIS_DIAGEXC_S,G05.1|インフルエンザ脳脊髄炎,4147498,SNOMED,1990-05-01,2099-12-31,
B05H,45581843,MEDIS_DIAGEXC_S,J11.8|インフルエンザ脳脊髄炎,320752,SNOMED,1990-05-01,2099-12-31,
B05U,45557253,MEDIS_DIAGEXC_S,G71.0|縁取り空胞を伴う遠位型ミオパチー,4247802,SNOMED,1990-05-01,2099-12-31,
B06A,45544114,MEDIS_DIAGEXC_S,Q74.0|副手根骨,74470,SNOMED,1990-05-01,2099-12-31,
B087,45561892,MEDIS_DIAGEXC_S,D13.4|肝間葉性過誤腫,4243427,SNOMED,1990-05-01,2099-12-31,
B08E,45586114,MEDIS_DIAGEXC_S,D48.7|上顎部腫瘍,432582,SNOMED,1990-05-01,2099-12-31,
B08J,45552517,MEDIS_DIAGEXC_S,G23.1|進行性核上性麻痺,4103534,SNOMED,1990-05-01,2099-12-31,
B099,45606127,MEDIS_DIAGEXC_S,M16.7|先天性股関節脱臼治療後亜脱臼,4079749,SNOMED,1990-05-01,2099-12-31,
B0BB,45581910,MEDIS_DIAGEXC_S,K65.0|特発性細菌性腹膜炎,4195847,SNOMED,1990-05-01,2099-12-31,
B0BV,45535072,MEDIS_DIAGEXC_S,S46.2|上腕二頭筋断裂,444190,SNOMED,1990-05-01,2099-12-31,
B0DG,45581221,MEDIS_DIAGEXC_S,C50.5|乳房下外側部乳癌,4188545,SNOMED,1990-05-01,2099-12-31,
B0DM,45581502,MEDIS_DIAGEXC_S,G50.0|三叉神経痛第２・３枝領域,379801,SNOMED,1990-05-01,2099-12-31,
B0EA,45755627,MEDIS_DIAGEXC_S,R09.0|窒息,4180628,SNOMED,1990-05-01,2099-12-31,
B0EF,45568113,MEDIS_DIAGEXC_S,R10.4|持続腹痛,200219,SNOMED,1990-05-01,2099-12-31,
B0F9,45556971,MEDIS_DIAGEXC_S,C30.1|耳管癌,4247336,SNOMED,1990-05-01,2099-12-31,
B0G2,42617038,MEDIS_DIAGEXC_S,M19.03|遠位橈尺関節原発性変形性関節症,4197476,SNOMED,2016-12-01,2099-12-31,
B0GR,45543373,MEDIS_DIAGEXC_S,L53.8|蝶形紅斑,40481101,SNOMED,1990-05-01,2099-12-31,
B0GU,45586296,MEDIS_DIAGEXC_S,G46.3|ベネディクト症候群,4111710,SNOMED,1990-05-01,2099-12-31,
B0GU,45586600,MEDIS_DIAGEXC_S,I67.9|ベネディクト症候群,381591,SNOMED,1990-05-01,2099-12-31,
B0JF,45547520,MEDIS_DIAGEXC_S,C76.1|胸部癌,80665,SNOMED,1990-05-01,2099-12-31,
B0JK,45548979,MEDIS_DIAGEXC_S,R68.8|気滞,441840,SNOMED,1990-05-01,2099-12-31,
B0K0,45534369,MEDIS_DIAGEXC_S,Q25.0|動脈管開存症,315922,SNOMED,1990-05-01,2099-12-31,
B0K5,45533352,MEDIS_DIAGEXC_S,H52.1|最強度近視,379805,SNOMED,1990-05-01,2099-12-31,
B0KJ,45557049,MEDIS_DIAGEXC_S,D00.0|口蓋上皮内癌,4243266,SNOMED,1990-05-01,2099-12-31,
B0KJ,45557049,MEDIS_DIAGEXC_S,D00.0|口蓋上皮内癌,4244639,SNOMED,1990-05-01,2099-12-31,
B0KV,45602056,MEDIS_DIAGEXC_S,S01.1|眼部刺創,441712,SNOMED,1990-05-01,2099-12-31,
B0L8,45532817,MEDIS_DIAGEXC_S,A18.1|精のう結核,73686,SNOMED,1990-05-01,2099-12-31,
B0L8,45606498,MEDIS_DIAGEXC_S,N51.8|精のう結核,194410,SNOMED,1990-05-01,2099-12-31,
B0LU,45588506,MEDIS_DIAGEXC_S,S61.8|手背咬創,4216185,SNOMED,1990-05-01,2099-12-31,
B0N0,45542742,MEDIS_DIAGEXC_S,E13.4|膵性糖尿病・神経学的合併症あり,201820,SNOMED,1990-05-01,2099-12-31,
B0N0,45542742,MEDIS_DIAGEXC_S,E13.4|膵性糖尿病・神経学的合併症あり,443730,SNOMED,1990-05-01,2099-12-31,
B0N3,45544086,MEDIS_DIAGEXC_S,Q28.3|小脳血管腫,4121803,SNOMED,1990-05-01,2099-12-31,
B0QF,45552725,MEDIS_DIAGEXC_S,H57.8|白内障術後炎症,373499,SNOMED,1990-05-01,2099-12-31,
B0QF,45562300,MEDIS_DIAGEXC_S,H59.8|白内障術後炎症,37117761,SNOMED,1990-05-01,2099-12-31,
B0QG,45552491,MEDIS_DIAGEXC_S,F51.5|悪夢,374905,SNOMED,1990-05-01,2099-12-31,
B0QV,45552225,MEDIS_DIAGEXC_S,B43.0|疣状皮膚炎,4080755,SNOMED,1990-05-01,2099-12-31,
B0SA,45570736,MEDIS_DIAGEXC_S,T84.0|人工膝関節の破損,434822,SNOMED,1990-05-01,2099-12-31,
B0U7,45571837,MEDIS_DIAGEXC_S,G95.1|後脊髄動脈症候群,136960,SNOMED,1990-05-01,2099-12-31,
B0UK,45544081,MEDIS_DIAGEXC_S,Q25.4|大動脈欠損症,314463,SNOMED,1990-05-01,2099-12-31,
B0UQ,45566680,MEDIS_DIAGEXC_S,D31.3|脈絡膜母斑,436948,SNOMED,1990-05-01,2099-12-31,
B113,45600679,MEDIS_DIAGEXC_S,E88.1|家族性部分性脂肪萎縮症,134324,SNOMED,1990-05-01,2099-12-31,
B115,45533550,MEDIS_DIAGEXC_S,J38.4|喉頭浮腫,22350,SNOMED,1990-05-01,2099-12-31,
B11N,42617830,MEDIS_DIAGEXC_S,M53.12|頚肩腕症候群,77639,SNOMED,2016-12-01,2099-12-31,
B11S,45551120,MEDIS_DIAGEXC_S,T35.3|体幹凍傷,441487,SNOMED,1990-05-01,2099-12-31,
B126,45548955,MEDIS_DIAGEXC_S,R22.0|鼻部皮下腫瘤,36712689,SNOMED,1990-05-01,2099-12-31,
B12M,45563312,MEDIS_DIAGEXC_S,R48.2|肢運動失行症,132342,SNOMED,1990-05-01,2099-12-31,
B12P,45595682,MEDIS_DIAGEXC_S,C70.0|テント上下神経膠腫,436926,SNOMED,1990-05-01,2099-12-31,
B134,45548665,MEDIS_DIAGEXC_S,N39.0|膿尿,81902,SNOMED,1990-05-01,2099-12-31,
B13P,42617095,MEDIS_DIAGEXC_S,M21.12|後天性上腕骨内反症,76191,SNOMED,2016-12-01,2099-12-31,
B13P,42617095,MEDIS_DIAGEXC_S,M21.12|後天性上腕骨内反症,4097011,SNOMED,2016-12-01,2099-12-31,
B15D,42617181,MEDIS_DIAGEXC_S,M24.69|関節強直,80493,SNOMED,2016-12-01,2099-12-31,
B15L,45547395,MEDIS_DIAGEXC_S,A18.4|壊疽性丘疹状結核疹,4153291,SNOMED,1990-05-01,2099-12-31,
B15Q,45597188,MEDIS_DIAGEXC_S,R48.1|失認,4173136,SNOMED,1990-05-01,2099-12-31,
