source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
"3112001M1267",0,"RINCHU_DRUG","アルファカルシドールカプセル０．２５μｇ「フソー」",0,"None",19700101,20991231,
"3112001M1291",0,"RINCHU_DRUG","アルファカルシドールカプセル０．２５μｇ「サワイ」",0,"None",19700101,20991231,
"3112001M1305",0,"RINCHU_DRUG","アルファカルシドールカプセル０．２５μｇ「トーワ」",0,"None",19700101,20991231,
"3112001M1313",0,"RINCHU_DRUG","アルファカルシドールカプセル０．２５μｇ「ＢＭＤ」",0,"None",19700101,20991231,
"3112001M1330",0,"RINCHU_DRUG","アルファカルシドールカプセル０．２５μｇ「ＮＩＧ」",0,"None",19700101,20991231,
"3112001M2018",0,"RINCHU_DRUG","アルファカルシドール０．５μｇカプセル",19014209,"RxNorm",19700101,20991231,""
"3112001M2069",0,"RINCHU_DRUG","アルファロールカプセル０．５μｇ",19014209,"RxNorm",19700101,20991231,""
"3112001M2301",0,"RINCHU_DRUG","アルファカルシドールカプセル０．５μｇ「日医工」",0,"None",19700101,20991231,
"3112001M2310",0,"RINCHU_DRUG","アルファカルシドールカプセル０．５μｇ「フソー」",0,"None",19700101,20991231,
"3112001M2336",0,"RINCHU_DRUG","アルファカルシドールカプセル０．５μｇ「サワイ」",0,"None",19700101,20991231,
"3112001M2360",0,"RINCHU_DRUG","アルファカルシドールカプセル０．５μｇ「トーワ」",0,"None",19700101,20991231,
"3112001M2379",0,"RINCHU_DRUG","アルファカルシドールカプセル０．５μｇ「ＢＭＤ」",0,"None",19700101,20991231,
"3112001M2395",0,"RINCHU_DRUG","アルファカルシドールカプセル０．５μｇ「ＮＩＧ」",0,"None",19700101,20991231,
"3112001M3014",0,"RINCHU_DRUG","アルファカルシドール１μｇカプセル",19014203,"RxNorm",19700101,20991231,""
"3112001M3065",0,"RINCHU_DRUG","アルファロールカプセル１μｇ",19014203,"RxNorm",19700101,20991231,""
"3112001M3294",0,"RINCHU_DRUG","アルファカルシドールカプセル１μｇ「日医工」",0,"None",19700101,20991231,
"3112001M3308",0,"RINCHU_DRUG","アルファカルシドールカプセル１．０μｇ「フソー」",0,"None",19700101,20991231,
"3112001M3324",0,"RINCHU_DRUG","アルファカルシドールカプセル１μｇ「サワイ」",0,"None",19700101,20991231,
"3112001M3359",0,"RINCHU_DRUG","アルファカルシドールカプセル１μｇ「トーワ」",40007127,"RxNorm",19700101,20991231,""
"3112001M3367",0,"RINCHU_DRUG","アルファカルシドールカプセル１．０μｇ「ＢＭＤ」",0,"None",19700101,20991231,
"3112001M3383",0,"RINCHU_DRUG","アルファカルシドールカプセル１μｇ「ＮＩＧ」",0,"None",19700101,20991231,
"3112001M4010",0,"RINCHU_DRUG","アルファカルシドール３μｇカプセル",35137637,"RxNorm Extension",20190311,20991231,""
"3112001M4037",0,"RINCHU_DRUG","アルファロールカプセル３μｇ",35137637,"RxNorm Extension",20190311,20991231,""
"3112001M4266",0,"RINCHU_DRUG","アルファカルシドールカプセル３μｇ「ＢＭＤ」",0,"None",19700101,20991231,
"3112001S1045",0,"RINCHU_DRUG","アルファロール内用液０．５μｇ／ｍＬ",19115077,"RxNorm",20050911,20991231,""
"3112004M1015",0,"RINCHU_DRUG","カルシトリオール０．２５μｇカプセル",19074492,"RxNorm",19700101,20991231,""
"3112004M1023",0,"RINCHU_DRUG","ロカルトロールカプセル０．２５",19074492,"RxNorm",19700101,20991231,""
"3112004M1198",0,"RINCHU_DRUG","カルシトリオールカプセル０．２５μｇ「ＹＤ」",0,"None",19700101,20991231,
"3112004M1201",0,"RINCHU_DRUG","カルシトリオールカプセル０．２５μｇ「サワイ」",0,"None",19700101,20991231,
"3112004M1210",0,"RINCHU_DRUG","カルシトリオールカプセル０．２５μｇ「ＢＭＤ」",0,"None",19700101,20991231,
"3112004M1228",0,"RINCHU_DRUG","カルシトリオールカプセル０．２５μｇ「トーワ」",0,"None",19700101,20991231,
"3112004M1236",0,"RINCHU_DRUG","カルシトリオールカプセル０．２５μｇ「ＮＩＧ」",0,"None",19700101,20991231,
"3112004M2011",0,"RINCHU_DRUG","カルシトリオール０．５μｇカプセル",19074493,"RxNorm",19700101,20991231,""
"3112004M2020",0,"RINCHU_DRUG","ロカルトロールカプセル０．５",19074493,"RxNorm",19700101,20991231,""
"3112004M2194",0,"RINCHU_DRUG","カルシトリオールカプセル０．５μｇ「ＹＤ」",0,"None",19700101,20991231,
"3112004M2216",0,"RINCHU_DRUG","カルシトリオールカプセル０．５μｇ「サワイ」",0,"None",19700101,20991231,
"3112004M2224",0,"RINCHU_DRUG","カルシトリオールカプセル０．５μｇ「ＢＭＤ」",0,"None",19700101,20991231,
"3112004M2232",0,"RINCHU_DRUG","カルシトリオールカプセル０．５μｇ「トーワ」",0,"None",19700101,20991231,
"3112004M2240",0,"RINCHU_DRUG","カルシトリオールカプセル０．５μｇ「ＮＩＧ」",0,"None",19700101,20991231,
"3112005F1029",0,"RINCHU_DRUG","フルスタン錠０．１５",35149022,"RxNorm Extension",20190311,20991231,""
"3112005F1037",0,"RINCHU_DRUG","ホーネル錠０．１５",35149022,"RxNorm Extension",20190311,20991231,""
"3112005F2025",0,"RINCHU_DRUG","フルスタン錠０．３",35155321,"RxNorm Extension",20190311,20991231,""
"3112005F2033",0,"RINCHU_DRUG","ホーネル錠０．３",35155321,"RxNorm Extension",20190311,20991231,""
"3112006F1023",0,"RINCHU_DRUG","エディロール錠０．５μｇ",0,"None",19700101,20991231,
"3112006F2020",0,"RINCHU_DRUG","エディロール錠０．７５μｇ",0,"None",19700101,20991231,
"3112006M1022",0,"RINCHU_DRUG","エディロールカプセル０．５μｇ",35142804,"RxNorm Extension",20190311,20991231,""
